#id,name,request_email,notes,home_page,tag_string
mairie-81033-01,Mairie - Blaye-les-Mines,contact@mairie-blaye.fr,"Adresse : 145 bis avenue d'Albi, 81400,Blaye-les-Mines | Tél : 05 63 80 25 10 | Fax : 05 63 76 51 77",http://www.mairie-blaye.fr,mairie
mairie-85287-01,Mairie - Tallud-Sainte-Gemme,mairietalludstegemme@wanadoo.fr,"Adresse : 1 rue Réaumur,85390,Tallud-Sainte-Gemme | Tél : 02 51 00 34 78 | Fax : 02 51 51 00 45",http://www.tallud-sainte-gemme.fr,mairie
mairie-85288-01,Mairie - Talmont-Saint-Hilaire,accueil@talmontsainthilaire.fr,"Adresse : 3 rue de l'Hôtel-de-Ville,85440,Talmont-Saint-Hilaire | Tél : 02 51 90 60 42 | Fax : 02 51 90 28 94",http://www.talmont-saint-hilaire.fr,mairie
mairie-85289-01,Mairie - La Tardière,mairie.latardiere@wanadoo.fr,"Adresse : 1 rue Augustin-de-Hargues,85120,La Tardière | Tél : 02 51 69 68 79 | Fax : 02 51 52 69 32",http://www.latardiere.fr,mairie
mairie-85290-01,Mairie - Thiré,commune.de.thire@wanadoo.fr,"Adresse : 32 rue de la Mairie,85210,Thiré | Tél : 02 51 27 65 65 | Fax : ",http://www.communethire.fr,mairie
mairie-85291-01,Mairie - Thorigny,mairie.accueil@thorigny-vendee.fr,"Adresse : 1 place de l'Église,85480,Thorigny | Tél : 02 51 07 23 64 | Fax : 02 51 07 20 80",http://www.thorigny.fr,mairie
mairie-85292-01,Mairie - Thouarsais-Bouildroux,mairiethouarsais@wanadoo.fr,"Adresse : 46 rue du Centre,85410,Thouarsais-Bouildroux | Tél : 02 51 51 54 94 | Fax : 02 51 51 33 28",http://www.thouarsais-bouildroux.fr,mairie
mairie-85293-01,Mairie - Tiffauges,mairie@tiffauges.fr,"Adresse : 5 place Gilles-de-Rais - BP 4,85130,Tiffauges | Tél : 02 51 65 72 25 | Fax : 02 51 65 73 31",http://www.tiffauges.fr,mairie
mairie-85294-01,Mairie - La Tranche-sur-Mer,mairie@latranchesurmer.eu,"Adresse : 8 rue de l'Hôtel-de-Ville - BP 301,85360,La Tranche-sur-Mer | Tél : 02 51 30 37 01 | Fax : 02 51 27 71 62",http://www.latranchesurmer.fr,mairie
mairie-85295-01,Mairie - Treize-Septiers,mairie@treize-septiers.fr,"Adresse : 16 rue de la Roche-Saint-André - BP 8,85600,Treize-Septiers | Tél : 02 51 41 72 07 | Fax : 02 51 41 79 40",http://www.treize-septiers.fr,mairie
mairie-85296-01,Mairie - Treize-Vents,mairie@treize-vents.fr,"Adresse : Rue Rémy-René-Bazin,85590,Treize-Vents | Tél : 02 51 65 32 34 | Fax : 02 51 65 33 08",http://www.treize-vents.fr,mairie
mairie-85297-01,Mairie - Triaize,accueil@triaize.fr,"Adresse : 1 place Georges-Clemenceau,85580,Triaize | Tél : 02 51 56 11 53 | Fax : 02 51 56 38 21",http://www.cc-sudvendeelittoral.fr,mairie
mairie-85298-01,Mairie - Vairé,mairie-de-vaire@orange.fr,"Adresse : Rue Georges-Clemenceau,85150,Vairé | Tél : 02 51 33 71 05 | Fax : 02 51 33 74 34",http://www.vaire.fr,mairie
mairie-85300-01,Mairie - Venansault,mairie@venansault.com,"Adresse : Place de la Prépoise - BP 17,85190,Venansault | Tél : 02 51 07 37 84 | Fax : 02 51 07 35 24",http://www.venansault.com,mairie
mairie-85301-01,Mairie - Vendrennes,mairie.vendrennes@wanadoo.fr,"Adresse : 8 bis route de l'Océan,85250,Vendrennes | Tél : 02 51 66 08 22 | Fax : 02 51 66 18 78",http://www.vendrennes.com,mairie
mairie-85302-01,Mairie - Chanverrie,mairie@laverrie.fr,"Adresse : La Verrie - 15 rue de la Croix-du-Marché - BP 37,85130,Chanverrie | Tél : 02 51 65 96 12 | Fax : ",http://www.laverrie.fr,mairie
mairie-85302-02,Mairie déléguée - Chambretaud,mairie@chambretaud.fr,"Adresse : Chambretaud - 22 bis rue du Calvaire,85130,Chanverrie | Tél : 02 51 91 50 38 | Fax : 02 51 67 51 94",http://www.chambretaud.fr,mairie
mairie-85304-01,Mairie - Vouillé-les-Marais,mairie.vouille-les-marais@wanadoo.fr,"Adresse : Place de la Mairie,85450,Vouillé-les-Marais | Tél : 02 51 52 55 04 | Fax : ",http://www.vouille-les-marais.com,mairie
mairie-85305-01,Mairie - Vouvant,mairie.vouvant@wanadoo.fr,"Adresse : Place de l'Église,85120,Vouvant | Tél : 02 51 00 80 21 | Fax : 02 51 00 82 85",http://www.vouvant.fr,mairie
mairie-85306-01,Mairie - Xanton-Chassenon,mairie.xanton@wanadoo.fr,"Adresse : Place de la Mairie,85240,Xanton-Chassenon | Tél : 02 51 52 11 46 | Fax : 02 51 52 24 28",http://www.xantonchassenon.fr,mairie
mairie-85307-01,Mairie - La Faute-sur-Mer,mairie@lafautesurmer.fr,"Adresse : 9 avenue de l'Océan,85460,La Faute-sur-Mer | Tél : 02 51 97 19 20 | Fax : 02 51 97 09 80",http://www.lafautesurmer.fr,mairie
maison_handicapees-85191-01,Maison départementale des personnes handicapées (MDPH) - Vendée,mdph@vendee.fr,"Adresse : 185 boulevard Maréchal-Leclerc,85000,La Roche-sur-Yon | Tél : 08 00 85 85 01 / Numéro vert : service et appel gratuits | Fax : 02 51 47 10 52",http://www.vendee.frmdph,maison_handicapees
mission_locale-85092-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Fontenay-le-Comte (Sud-Vendée),mission-locale-sud-vendee@wanadoo.fr,"Adresse : 47 rue Tiraqueau,85200,Fontenay-le-Comte | Tél : 02 51 51 17 57 | Fax : ",http://www.missionlocalesudvendee.com,mission_locale
mission_locale-85109-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Les Herbiers (Haut-Bocage),contact@mlhb.fr,"Adresse : Rue de l'Etenduère,85500,Les Herbiers | Tél : 02 51 66 81 15 | Fax : 02 51 64 85 65",http://www.mlhb.fr,mission_locale
mission_locale-85191-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - La Roche-sur-Yon,missionlocale@mlpy.org,"Adresse : Espace Prévert - 70 rue Chanzy,85000,La Roche-sur-Yon | Tél : 02 51 09 89 70 | Fax : 02 51 09 89 71",http://www.missionlocale-paysyonnais.org,mission_locale
mission_locale-85194-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Les Sables-d'Olonne,mlvendee-atlantique@mlva.org,"Adresse : 34 rue de l'Hôtel-de-Ville,85100,Les Sables-d'Olonne | Tél : 02 51 23 16 87 | Fax : 02 51 23 16 88",http://www.mlva.org,mission_locale
msap-85020-01,Maison de services au public - Benet,msap.benet@laposte.fr,"Adresse : Bureau de poste - 26 rue de la Combe,85490,Benet | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/benet-bureau-de-poste,msap
msap-85042-01,Maison de services au public - Chaillé-les-Marais,maisondeservicesaupublic@sudvendeelittoral.fr,"Adresse : 43 bis rue du 11-Novembre,85450,Chaillé-les-Marais | Tél : 02 51 56 70 88 | Fax : ",https://www.maisondeservicesaupublic.fr/content/chaille-les-marais,msap
msap-85156-01,Maison de services au public - Moutiers-les-Mauxfaits,msap.moutiers-les-mauxfaits@laposte.fr,"Adresse : Bureau de poste - 29 avenue Georges-Clemenceau,85540,Moutiers-les-Mauxfaits | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/moutiers-les-mauxfaits-bureau-de-poste,msap
msap-85169-01,Maison de services au public - Palluau,msap@vieetboulogne.fr,"Adresse : 26 rue Georges-Clemenceau,85670,Palluau | Tél : 02 51 98 51 21 | Fax : ",https://www.maisondeservicesaupublic.fr/content/palluau,msap
msap-85182-01,Maison de services au public - Pouzauges,msap@paysdepouzauges.fr,"Adresse : La Fournière,85700,Pouzauges | Tél : 02 51 57 53 93 | Fax : ",https://www.maisondeservicesaupublic.fr/content/communaute-de-communes-du-pays-de-pouzauges,msap
msap-85223-01,Maison de services au public - Sainte-Hermine,msap.sainte-hermine@laposte.fr,"Adresse : Bureau de poste - 41 B rue Georges-Clemenceau,85210,Sainte-Hermine | Tél : 02 51 27 30 98 | Fax : ",https://www.maisondeservicesaupublic.fr/content/sainte-hermine-bureau-de-poste,msap
msap-85289-01,Maison de services au public - La Châtaigneraie,msap@ccplc.fr,"Adresse : 7 place de la République,85120,La Châtaigneraie | Tél : 02 51 52 62 51 | Fax : ",https://www.maisondeservicesaupublic.fr/content/pays-de-la-chataigneraie,msap
onac-85191-01,Office national des anciens combattants et victimes de guerre (ONACVG) - Service départemental - Vendée,sd85@onacvg.fr,"Adresse : Cité administrative Travot - Rue du 93e-Régiment-d'Infanterie - BP 797,85020,La Roche-sur-Yon | Tél : 02 51 37 00 52 | Fax : ",https://www.onac-vg.fr,onac
paierie_departementale-85191-03,Paierie départementale - Vendée,t085090@dgfip.finances.gouv.fr,"Adresse : 5 rue Jacques-Cartier - BP 831,85021,La Roche-sur-Yon Cedex | Tél : 02 51 24 22 03 | Fax : ",http://www.impots.gouv.fr,paierie_departementale
pif-85113-01,Point info famille - L'Île-d'Yeu,pif-yeu@wanadoo.fr,"Adresse : Service enfance jeunesse - 19 rue Guisthau,85350,L'Île-d'Yeu | Tél : 02 28 12 91 22 | Fax : 02 28 12 94 11",,pif
pif-85191-01,Point info famille - La Roche-sur-Yon,pointinfofamille@udaf85.unaf.fr,"Adresse : La maison des familles - 119 boulevard des États-Unis - BP 709,85017,La Roche-sur-Yon | Tél : 02 51 44 37 02 | Fax : 02 51 44 37 01",,pif
pif-85194-01,Point info famille - Les Sables-d'Olonne,pointinfofamille@lessablesdolonne.fr,"Adresse : Mairie des Sables-dOlonne - BP 30386,85108,Les Sables-d'Olonne | Tél : 02 51 23 16 82 | Fax : 02 51 22 11 81",,pif
pmi-85051-01,Centre de protection maternelle et infantile (PMI) - Chantonnay,cms.chantonnay@vendee.fr,"Adresse : 15 rue de Gaulle,85110,Chantonnay | Tél : 02 28 85 75 50 | Fax : ",,pmi
pmi-85059-01,Centre de protection maternelle et infantile (PMI) - La Châtaigneraie,cms.lachataigneraie@vendee.fr,"Adresse : Maison départementale des solidarités et de la famille - 3 place du Docteur-Gaborit,85120,La Châtaigneraie | Tél : 02 51 69 60 40 | Fax : ",,pmi
pmi-85084-01,Centre de protection maternelle et infantile (PMI) - Les Essarts,wwwcms.essarts@vendee.fr,"Adresse : 13 place du Marché,85140,Les Essarts | Tél : 02 28 85 75 60 | Fax : ",,pmi
pmi-85092-02,Centre de protection maternelle et infantile (PMI) - Fontenay-le-Comte,cms.lesmoulinsliots@vendee.fr,"Adresse : Centre médico-social - 32 rue Gaingalet,85200,Fontenay-le-Comte | Tél : 02 51 69 29 66 | Fax : ",http://www.vendee.fr,pmi
pmi-85109-01,Centre de protection maternelle et infantile (PMI) - Les Herbiers,cms.herbiers@vendee.fr,"Adresse : Avenue du Général-de-Gaulle,85500,Les Herbiers | Tél : 02 51 67 61 00 | Fax : ",http://www.cg85.fr,pmi
pmi-85128-01,Centre de protection maternelle et infantile (PMI) - Luçon,cms.lucon@vendee.fr,"Adresse : 1 quai Est-du-Port,85400,Luçon | Tél : 02 51 97 69 69 | Fax : ",http://www.vendee-enfance.fr,pmi
pmi-85146-01,Centre de protection maternelle et infantile (PMI) - Montaigu,cms.montaigu@vendee.fr,"Adresse : 1 esplanade de Verdun,85600,Montaigu | Tél : 02 28 85 75 75 | Fax : ",http://www.vendee.fr,pmi
pmi-85151-01,Centre de protection maternelle et infantile (PMI) - Mortagne-sur-Sèvre,cms.mortagne@vendee.fr,"Adresse : Centre de la petite enfance - Avenue des Madeleines,85290,Mortagne-sur-Sèvre | Tél : 02 51 67 60 70 | Fax : ",,pmi
pmi-85163-01,Centre de protection maternelle et infantile (PMI) - Noirmoutier,cms.noirmoutier@vendee.fr,"Adresse : 9, place de la Prée-aux-Ducs,85330,Noirmoutier-en-l'Île | Tél : 02 51 49 68 90 | Fax : 02 51 35 71 16",,pmi
pmi-85178-01,Centre de protection maternelle et infantile (PMI) - Le Poiré-sur-Vie,cms.lepoire@vendee.fr,"Adresse : Centre médico-social de proximité - 32 rue des Chênes,85170,Le Poiré-sur-Vie | Tél : 02 51 06 49 09 | Fax : ",,pmi
pmi-85182-01,Centre de protection maternelle et infantile (PMI) - Pouzauges,cms.pouzauges@vendee.fr,"Adresse : 63 rue de Pré-de-Foire,85700,Pouzauges | Tél : 02 51 67 60 80 | Fax : 02 51 57 12 43",http://www.cg85.fr,pmi
pmi-85191-01,Centre de protection maternelle et infantile (PMI) - La Roche-sur-Yon - Galliéni,cms.roche-sud@vendee.fr,"Adresse : 18 rue Galliéni,85000,La Roche-sur-Yon | Tél : 02 28 85 89 89 | Fax : ",http://www.cg85.fr,pmi
pmi-85191-03,Centre de protection maternelle et infantile (PMI) - La Roche-sur-Yon - Augustin-Rouillé,cms.ambroisepare@vendee.fr,"Adresse : Maison départementale des solidarités et de la famille - Résidence Ambroise-Paré - 31 boulevard Augustin-Rouillé,85000,La Roche-sur-Yon | Tél : 02 28 85 75 00 | Fax : ",http://www.vendee.fr,pmi
pmi-85194-01,Centre de protection maternelle et infantile (PMI) - Les Sables-d'Olonne,cms.sables@vendee.fr,"Adresse : 10 rue des Religieuses,85100,Les Sables-d'Olonne | Tél : 02 51 21 02 52 | Fax : ",http://vendee-enfance.fr,pmi
pmi-85222-01,Centre de protection maternelle et infantile (PMI) - Saint-Gilles-Croix-de-Vie,cms.stgilles@vendee.fr,"Adresse : Centre médico-social - Rue Jules-Ferry,85800,Saint-Gilles-Croix-de-Vie | Tél : 02 51 49 68 00 | Fax : ",http://www.vendee.fr,pmi
pmi-85234-01,Centre de protection maternelle et infantile (PMI) - Saint-Jean-de-Monts,cms.stjeandemonts@vendee.fr,"Adresse : Maison départementale de la solidarité et de la famille - 10 rue Jean-Launois,85160,Saint-Jean-de-Monts | Tél : 02 51 58 21 57 | Fax : ",,pmi
prefecture-85191-01,Préfecture - Vendée,prefecture@vendee.gouv.fr,"Adresse : 29, rue Delille,85922,La Roche-sur-Yon Cedex 9 | Tél : 02 51 36 70 85 | Fax : +33 2 51 05 51 38",http://www.vendee.gouv.fr,prefecture
prefecture_greffe_associations-85092-01,Greffe des associations - Vendée (Fontenay-le-Comte),sp-fontenay-le-comte@vendee.gouv.fr,"Adresse : Sous-préfecture de Fontenay-le-Comte - 16-18 quai Victor-Hugo,85200,Fontenay-le-Comte | Tél : 02 51 50 14 25 | Fax : 02 51 69 90 98",http://www.vendee.gouv.fr,prefecture_greffe_associations
prefecture_greffe_associations-85194-01,Greffe des associations - Vendée (Les Sables-d'Olonne),sp-s-sables-d-olonne@vendee.gouv.fr,"Adresse : Sous-préfecture des Sables-d'Olonne - 54 avenue du Général-de-Gaulle - CS 90400,85109,Les Sables-d'Olonne Cedex | Tél : 02 51 23 93 94 | Fax : 02 51 96 93 25",http://www.vendee.gouv.frla-sous-prefecture-des-sables-d-olonne,prefecture_greffe_associations
sie-85047-01,Service des impôts des entreprises du centre des finances publiques de Challans,sie.challans@dgfip.finances.gouv.fr,"Adresse : Boulevard Albert-Schweitzer,85307,Challans Cedex | Tél : 02 51 49 55 91 | Fax : 02 51 49 55 86",http://www.impots.gouv.fr,sie
sie-85092-01,Service des impôts des entreprises du centre des finances publiques de Fontenay-le-Comte,sip-sie.fontenay-le-comte@dgfip.finances.gouv.fr,"Adresse : Place Marcel-Henri - BP 79,85202,Fontenay-le-Comte Cedex | Tél : 02 51 50 11 11 | Fax : ",http://www.impots.gouv.fr,sie
sie-85109-01,Service des impôts des entreprises du centre des finances publiques des Herbiers,sip-sie.les-herbiers@dgfip.finances.gouv.fr,"Adresse : Avenue Massabielle - BP 239,85502,Les Herbiers Cedex | Tél : 02 51 64 17 17 | Fax : ",http://www.impots.gouv.fr,sie
sie-85128-01,Service des impôts des entreprises du centre des finances publiques de Luçon,sip-sie.lucon@dgfip.finances.gouv.fr,"Adresse : CS 90120 - 20 rue des blés d'or,85407,Luçon Cedex | Tél : 02 51 28 52 00 | Fax : ",http://www.impots.gouv.fr,sie
sie-85191-01,Service des impôts des entreprises du centre des finances publiques de La Roche-sur-Yon,sie.la-roche-sur-yon@dgfip.finances.gouv.fr,"Adresse : Cité administrative - 10, rue du 93e-Régiment-d'Infanterie - BP 139,85004,La Roche-sur-Yon Cedex | Tél : 02 51 45 12 18 | Fax : 02 51 45 12 83",http://www.impots.gouv.fr,sie
sie-85194-01,Service des impôts des entreprises du centre des finances publiques des Sables-d'Olonne,sie.les-sables-dolonne@dgfip.finances.gouv.fr,"Adresse : 155 rue Simone Veil - CS 60375,85109,Les Sables-d'Olonne Cedex | Tél : 02 51 21 76 90 | Fax : 02 51 21 76 45",http://www.impots.gouv.fr,sie
sous_pref-85092-01,Sous-préfecture - Fontenay-le-Comte,sp-fontenay-le-comte@vendee.gouv.fr,"Adresse : 16, quai Victor-Hugo,85200,Fontenay-le-Comte | Tél : 02 51 50 14 20 | Fax : +33 2 51 69 90 98",http://www.vendee.gouv.fr,sous_pref
sous_pref-85194-01,Sous-préfecture - Les Sables-d'Olonne,sp-s-sables-d-olonne@vendee.gouv.fr,"Adresse : Quai des Boucaniers,85100,Les Sables-d'Olonne | Tél : 02 51 23 93 93 | Fax : +33 2 51 96 93 25",http://www.vendee.gouv.fr,sous_pref
tresorerie-85018-01,Trésorerie de Beauvoir-sur-Mer,t085029@dgfip.finances.gouv.fr,"Adresse : Place de l'Hôtel-de-Ville - BP 47,85230,Beauvoir-sur-Mer | Tél : 02 51 68 70 46 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85042-01,Trésorerie de Chaillé-les-Marais,t085019@dgfip.finances.gouv.fr,"Adresse : 17 rue du 11-Novembre - BP 6,85450,Chaillé-les-Marais | Tél : 02 51 56 70 16 | Fax : 02 51 56 71 07",http://www.impots.gouv.fr,tresorerie
tresorerie-85047-01,Trésorerie de Challans,t085030@dgfip.finances.gouv.fr,"Adresse : Boulevard Albert-Schweitzer,85300,Challans | Tél : 02 51 93 89 67 | Fax : 02 51 68 25 67",http://www.impots.gouv.fr,tresorerie
tresorerie-85051-01,Trésorerie de Chantonnay,t085005@dgfip.finances.gouv.fr,"Adresse : 10 rue Collineau - BP 69,85111,Chantonnay Cedex | Tél : 02 51 94 31 35 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85059-01,Trésorerie de Pays de La Châtaigneraie,t085020@dgfip.finances.gouv.fr,"Adresse : 2 place de la République - BP 26,85120,La Châtaigneraie | Tél : 02 51 69 64 52 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85092-01,Trésorerie de Fontenay-le-Comte,t085021@dgfip.finances.gouv.fr,"Adresse : Place Marcel-Henri,85202,Fontenay-le-Comte Cedex | Tél : 02 28 13 04 80 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85109-01,Trésorerie des Herbiers,t085007@dgfip.finances.gouv.fr,"Adresse : Avenue Massabielle - BP 119,85501,Les Herbiers Cedex | Tél : 02 51 91 09 64 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85113-01,Trésorerie de L'Île-d'Yeu,t085031@dgfip.finances.gouv.fr,"Adresse : 22 quai de la Chapelle - BP 710,85350,L'Île-d'Yeu | Tél : 02 51 58 30 66 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85128-01,Trésorerie de Luçon,t085023@dgfip.finances.gouv.fr,"Adresse : 20 rue des Blés-d'Or,85407,Luçon Cedex | Tél : 02 51 56 02 42 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85146-01,Trésorerie de Montaigu,t085009@dgfip.finances.gouv.fr,"Adresse : Cours Michel-Ragon - Résidence d'Elbée - BP 239,85602,Montaigu Cedex | Tél : 02 51 94 06 28 | Fax : 02 51 46 48 37",http://www.impots.gouv.fr,tresorerie
tresorerie-85151-01,Trésorerie de Mortagne-sur-Sèvre,t085010@dgfip.finances.gouv.fr,"Adresse : 6 rue de la Mairie - BP 42,85290,Mortagne-sur-Sèvre Cedex | Tél : 02 51 65 01 02 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85156-01,Trésorerie de Moutiers-les-Mauxfaits,t085033@dgfip.finances.gouv.fr,"Adresse : 9 rue du Chemin-de-Fer,85540,Moutiers-les-Mauxfaits | Tél : 02 51 98 90 78 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85163-01,Trésorerie de Noirmoutier,t085034@dgfip.finances.gouv.fr,"Adresse : 4 rue de la Frelette - BP 717,85330,Noirmoutier | Tél : 02 51 39 04 08 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85178-01,Trésorerie du Poiré-sur-Vie,t085012@dgfip.finances.gouv.fr,"Adresse : Rue de la Brachetière - BP 7,85170,Le Poiré-sur-Vie Cedex | Tél : 02 51 31 83 12 | Fax : 02 51 31 83 56",http://www.impots.gouv.fr,tresorerie
tresorerie-85191-01,Trésorerie de La Roche-sur-Yon Hôpitaux,t085017@dgfip.finances.gouv.fr,"Adresse : 5 rue de la Simbrandière - BP 764,85020,La Roche-sur-Yon | Tél : 02 51 08 86 30 | Fax : 02 51 36 04 65",http://www.impots.gouv.fr,tresorerie
tresorerie-85191-02,Trésorerie du Pays Yonnais et Essartais municipale,t085014@dgfip.finances.gouv.fr,"Adresse : 30 rue Gaston-Ramon - BP 835,85021,La Roche-sur-Yon Cedex | Tél : 02 51 24 24 14 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85194-02,Trésorerie de La Côte-de-Lumière,t085036@dgfip.finances.gouv.fr,"Adresse : Château d'Olonne - 155 rue Georges-Clemenceau - CS 60380,85109,Les Sables-d'Olonne Cedex | Tél : 02 51 96 85 20 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85222-01,Trésorerie de Saint-Gilles-Croix-de-Vie,t085037@dgfip.finances.gouv.fr,"Adresse : 16 bis rue de la Chaussée - BP 459,85804,Saint-Gilles-Croix-de-Vie | Tél : 02 51 55 84 54 | Fax : 02 51 54 51 87",http://www.impots.gouv.fr,tresorerie
tresorerie-85223-01,Trésorerie de Sainte-Hermine,t085026@dgfip.finances.gouv.fr,"Adresse : 39 rue Flandres-Dunkerque - BP19,85210,Sainte-Hermine | Tél : 02 51 27 36 72 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-85234-01,Trésorerie de Saint-Jean-de-Monts,t085038@dgfip.finances.gouv.fr,"Adresse : boulevard du Général-Leclerc - BP 705,85167,Saint-Jean-de-Monts Cedex | Tél : 02 51 58 19 23 | Fax : ",http://www.impots.gouv.fr,tresorerie
accompagnement_personnes_agees-86066-01,Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Chatellerault,plateforme.repit@ccas-chatellerault.fr,"Adresse : CCAS de Chatellerault - 5 rue Madame,86100,Châtellerault | Tél : 05 49 02 31 99 | Fax : ",,accompagnement_personnes_agees
ademe-86194-01,Agence de lenvironnement et de la maîtrise de lénergie (ADEME) - Direction régionale Nouvelle-Aquitaine - Siège de Poitiers,ademe.poitou-charentes@ademe.fr,"Adresse : 60 rue Jean-Jaurès,86011,Poitiers Cedex | Tél : 05 49 50 12 19 | Fax : 05 49 41 61 11",http://www.ademe-poitou-charentes.fr/,ademe
adil-86066-01,Agence départementale d'information sur le logement (Adil) - Vienne - Châtellerault,conseils@adil86.com,"Adresse : 57 boulevard Blossac,86100,Châtellerault | Tél : 05 49 23 50 24 | Fax : 05 49 21 05 54",http://www.adil86.com,adil
adil-86194-01,Agence départementale d'information sur le logement (Adil) - Vienne - Poitiers,conseils@adil86.com,"Adresse : 1 rue Victor-Hugo,86000,Poitiers | Tél : 05 49 88 31 93 | Fax : 05 49 88 88 95",http://www.adil86.com,adil
anah-86194-01,Agence nationale de l'habitat (Anah) - Vienne,ddt-shlc-ph@vienne.gouv.fr,"Adresse : Direction départementale des territoires de la Vienne - 20 rue de la Providence - BP 80523,86020,Poitiers Cedex | Tél : 05 49 03 13 00 | Fax : 05 49 03 13 12",http://www.anah.fr,anah
apecita-86157-01,"Association pour l'emploi des cadres, ingénieurs et techniciens de l'agriculture et de l'agroalimentaire (Apecita) - Nouvelle-Aquitaine - Agence de Poitiers",poitiers@apecita.com,"Adresse : Agropôle - 2133 route de Chauvigny - CS 75005,86550,Mignaloux-Beauvoir | Tél : 05 49 44 75 22 | Fax : 05 49 44 75 35",http://www.apecita.com,apecita
bsn-86194-01,"Centre du service national - Poitiers (pour les départements 16, 17, 79, 86)",csn-poitiers.jdc.fct@intradef.gouv.fr,"Adresse : 7 boulevard du Colonel-Barthal,86000,Poitiers | Tél : 05 49 00 24 69 | Fax : ",https://www.defense.gouv.fr/jdc,bsn
