#id,name,request_email,notes,home_page,tag_string,valid_email,commune
agefiph-63113-01,Agefiph - Auvergne-Rhône-Alpes,auvergne-rhones-alpes@agefiph.asso.fr,"Adresse : Immeuble Gergovia - 65 boulevard François-Mitterrand - 6e étage,63010,Clermont-Ferrand | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 04 73 34 76 93",http://www.agefiph.fr,agefiph,True,Clermont-Ferrand
mairie-30034-01,Mairie - Bellegarde,accueil@mairie-bellegarde.fr,"Adresse : Place Charles-de-Gaulle,30127,Bellegarde | Tél : 04 66 01 11 16 | Fax : 04 66 01 61 64",http://www.bellegarde.fr,mairie,True,Bellegarde
mairie-45031-01,Mairie - Bellegarde,direction@bellegarde45.fr,"Adresse : Cour d'Antin,45270,Bellegarde | Tél : 02 38 90 10 03 | Fax : 02 38 90 24 95",http://www.bellegarde45.fr,mairie,True,Bellegarde
mairie-76071-01,Mairie - Bellengreville,bellengreville.mairie@wanadoo.fr,"Adresse : 3 place Saunier,76630,Bellengreville | Tél : 02 35 85 72 07 | Fax : 02 35 85 66 52",,mairie,True,Bellengreville
mairie-14057-01,Mairie - Bellengreville,contact@mairie-bellengreville.fr,"Adresse : 10 rue Léonard-Gille, 014370, Bellengreville | Tél : 02 31 23 68 38 | Fax : 02 31 23 52 22",http://www.mairie-bellengreville.fr,mairie,True,Bellengreville
mairie-16204-01,Mairie - Bellevigne,mairie@bellevigne16.fr,"Adresse : Malaville - Le Mas du Bourg, 016120, Bellevigne | Tél : 05 45 97 08 14 | Fax : 05 45 97 53 12",http://www.bellevigne16.fr,mairie,True,Bellevigne
mairie-16417-05,Mairie - Bellevigne,mairie.viville@orange.fr,"Adresse : Viville - 7 rue des Tilleuls, 016120, Bellevigne | Tél : 05 45 78 58 33 | Fax : 05 45 78 58 33",,mairie,True,Bellevigne
mairie-70062-01,Mairie - Belmont,mairiebelmont@orange.fr,"Adresse : 8 place du Lavoir,70270,Belmont | Tél : 03 84 94 33 60 | Fax : ",,mairie,True,Belmont
mairie-32043-01,Mairie - Belmont,commune.belmont@wanadoo.fr,"Adresse : Ancienne École-Village,32190,Belmont | Tél : 05 62 06 56 10 | Fax : ",,mairie,True,Belmont
mairie-67027-01,Mairie - Belmont,mairie.belmont@wanadoo.fr,"Adresse : 30 rue Principale,67130,Belmont | Tél : 03 88 97 31 87 | Fax : ",,mairie,True,Belmont
mairie-52043-01,Mairie - Belmont,mairie.belmont52@orange.fr,"Adresse : 1 route des Vergers,52500,Belmont | Tél : 03 25 90 69 62 | Fax : ",,mairie,True,Belmont
mairie-38038-01,Mairie - Belmont,mairie.belmont2@wanadoo.fr,"Adresse : 6 rue de la Mairie,38690,Belmont | Tél : 04 74 92 21 67 | Fax : ",http://www.belmont38.fr,mairie,True,Belmont
mairie-25052-01,Mairie - Belmont,mairievercel@wanadoo.fr,"Adresse : Rue Principale, 25530, Belmont | Tél : 03 81 58 31 55 | Fax : ",,mairie,True,Belmont
mairie-39048-01,Mairie - Belmont,mairiedebelmont@wanadoo.fr,"Adresse : 2 rue de l'École,39380,Belmont | Tél : 03 84 81 53 70 | Fax : ",,mairie,True,Belmont
mairie-08058-01,Mairie - Belval,belval.mairie@wanadoo.fr,"Adresse : Place de l'Église, 8090, Belval | Tél : 03 24 53 03 43 | Fax : ",,mairie,True,Belval
mairie-88053-01,Mairie - Belval,mairiebelval@wanadoo.fr,"Adresse : 2 rue de la Mairie,88210,Belval | Tél : 03 29 41 02 14 | Fax : ",,mairie,True,Belval
mairie-50044-01,Mairie - Belval,mairie.belval@wanadoo.fr,"Adresse : 7 rue du Bourg,50210,Belval | Tél : 02 33 46 94 61 | Fax : ",,mairie,True,Belval
mairie-02068-01,Mairie - Berlancourt,mairie-berlancourt02@wanadoo.fr,"Adresse : 5 rue Ernest-Paradis, 2250, Berlancourt | Tél : 03 23 20 00 95 | Fax : 03 23 20 00 95",,mairie,True,Berlancourt
mairie-60062-01,Mairie - Berlancourt,berlancourt@paysnoyonnais.fr,"Adresse : 435 rue de l'Église,60640,Berlancourt | Tél : 03 44 43 30 07 | Fax : 03 44 43 65 13",,mairie,True,Berlancourt
mairie-16039-01,Mairie - Bernac,mairie.bernac16@orange.fr,"Adresse : Mouchedune - Place de la Mairie, 016700, Bernac | Tél : 05 45 31 14 80 | Fax : ",,mairie,True,Bernac
mairie-81029-01,Mairie - Bernac,mairiedebernac@wanadoo.fr,"Adresse : Le Bourg,801150,Bernac | Tél : 05 63 55 23 15 | Fax : 05 63 55 23 15",,mairie,True,Bernac
mairie-80089-01,Mairie - Berneuil,mairie-de-berneuil@wanadoo.fr,"Adresse : 10 rue de la Mairie,80620,Berneuil | Tél : 03 22 54 03 59 | Fax : ",http://www.cctnp.fr,mairie,True,Berneuil
mairie-87012-01,Mairie - Berneuil,secretariat-mairie@berneuil.fr,"Adresse : 2 route de Poitiers,87300,Berneuil | Tél : 05 55 68 08 03 | Fax : 05 55 60 80 78",http://www.berneuil.fr,mairie,True,Berneuil
mairie-16040-01,Mairie - Berneuil,mairie.berneuil@wanadoo.fr,"Adresse : Le Bourg, 016480, Berneuil | Tél : 05 45 78 55 52 | Fax : ",http://www.berneuil-charente.fr,mairie,True,Berneuil
mairie-17044-01,Mairie - Berneuil,accueil@berneuil17.fr,"Adresse : 1 rue de la Mairie, 017460, Berneuil | Tél : 05 46 74 04 75 | Fax : 05 46 95 03 20",http://www.berneuil17.fr,mairie,True,Berneuil
mairie-27063-01,Mairie - Berville-la-Campagne,mairie.berville.l.c@wanadoo.fr,"Adresse : 3,  rue de l'Église, 27170, Berville-la-Campagne | Tél : 02 32 30 52 20 | Fax : 02 32 30 52 20",,mairie,True,Berville-la-Campagne
mairie-27055-01,Mairie - Berville-la-Campagne,mairie.berville.l.c@wanadoo.fr,"Adresse : 3 rue de l'Église, 27170, Berville-la-Campagne | Tél : 02 32 30 52 20 | Fax : 02 32 30 52 20",,mairie,True,Berville-la-Campagne
mairie-24039-01,Mairie - Besse,mairie-besse@wanadoo.fr,"Adresse : Le Bourg, 24550, Besse | Tél : 05 53 29 93 42 | Fax : 05 53 29 93 42",http://www.besse24.fr,mairie,True,Besse
mairie-15269-01,Mairie - Besse,mairie.besse15@wanadoo.fr,"Adresse : 2 route de Roche-Buchée, 015140, Besse | Tél : 04 71 44 60 98 | Fax : ",,mairie,True,Besse
mairie-38040-01,Mairie - Besse,mairie.besse38@orange.fr,"Adresse : Rue Principale,38142,Besse | Tél : 04 76 80 25 80 | Fax : ",http://www.besse-en-oisans.com,mairie,True,Besse
mairie-14069-01,Mairie - Beuvillers,mairie-de-beuvillers@wanadoo.fr,"Adresse : Route du Sap, 014100, Beuvillers | Tél : 02 31 62 05 12 | Fax : 02 31 31 32 96",http://www.beuvillers.fr,mairie,True,Beuvillers
mairie-54069-01,Mairie - Beuvillers,mairiedebeuvillers@cegetel.net,"Adresse : 12 rue de l'Église,54560,Beuvillers | Tél : 03 82 21 52 97 | Fax : 03 82 21 87 61",http://www.beuvillers.mairie54.fr,mairie,True,Beuvillers
mairie-71033-01,Mairie - Bey,mairie.bey.71@wanadoo.fr,"Adresse : 2 place de l'Église,701620,Bey | Tél : 03 85 47 56 92 | Fax : 03 85 47 50 80",http://www.mairie-bey.fr,mairie,True,Bey
mairie-01042-01,Mairie - Bey,mairie.bey@free.fr,"Adresse : 580 route des Boissonnets, 01290, Bey | Tél : 04 74 04 00 27 | Fax : ",http://www.bey01.fr,mairie,True,Bey
mairie-04028-01,Mairie - Beynes,mairie.beynes@wanadoo.fr,"Adresse : Château de Fruchier, 4270, Beynes | Tél : 04 92 35 57 36 | Fax : ",,mairie,True,Beynes
mairie-78062-01,Mairie - Beynes,mairie@beynes.fr,"Adresse : Place du 8-Mai-01945,78650,Beynes | Tél : 01 34 91 06 20 | Fax : 01 34 91 06 69",http://www.beynes.fr,mairie,True,Beynes
mairie-47027-01,Mairie - Bias,accueil@mairie-de-bias.fr,"Adresse : 1 avenue des Prés,47300,Bias | Tél : 05 53 70 93 48 | Fax : 05 53 70 21 59",http://www.mairie-de-bias.fr,mairie,True,Bias
mairie-40043-01,Mairie - Bias,mairie@bias40.fr,"Adresse : 272 route des Lacs,40170,Bias | Tél : 05 58 09 03 02 | Fax : 05 58 82 44 36",http://www.bias40.fr,mairie,True,Bias
mairie-16045-01,Mairie - Birac,mairie.birac16@wanadoo.fr,"Adresse : 1 rue Eugène-Paulais, 016120, Birac | Tél : 05 45 97 10 91 | Fax : ",,mairie,True,Birac
mairie-33053-01,Mairie - Birac,mairie.birac@orange.fr,"Adresse : 5 le Bourg Sud,33430,Birac | Tél : 05 56 25 94 11 | Fax : 05 56 25 94 11",http://birac.fr,mairie,True,Birac
mairie-24043-01,Mairie - Biron,biron.mairie@wanadoo.fr,"Adresse : Le Bourg, 24540, Biron | Tél : 05 53 63 06 23 | Fax : 05 53 63 06 23",http://www.biron24.fr,mairie,True,Biron
mairie-64131-01,Mairie - Biron,mairie.biron@wanadoo.fr,"Adresse : 12 rue la Carrère,64300,Biron | Tél : 05 59 67 00 75 | Fax : 05 59 69 47 85",http://www.biron64.fr,mairie,True,Biron
mairie-17047-01,Mairie - Biron,mairie@biron17.fr,"Adresse : 3 rue de la Mairie, 017800, Biron | Tél : 05 46 91 24 38 | Fax : ",,mairie,True,Biron
mairie-58033-01,Mairie - Bitry,mairie.bitry@wanadoo.fr,"Adresse : 11 route de Saint-Verain,58310,Bitry | Tél : 03 86 39 63 20 | Fax : 03 86 39 63 26",,mairie,True,Bitry
mairie-60072-01,Mairie - Bitry,bitry.mairie@orange.fr,"Adresse : 15 rue du Vieux-Moulin,60350,Bitry | Tél : 03 44 42 11 39 | Fax : ",,mairie,True,Bitry
mairie-52051-01,Mairie - Bize,mairie-de-bize@wanadoo.fr,"Adresse : 10 rue des Chenevières,52500,Bize | Tél : 03 25 84 06 45 | Fax : 03 25 84 06 45",,mairie,True,Bize
mairie-65093-01,Mairie - Bize,mairie.bize@wanadoo.fr,"Adresse : Le Village,65150,Bize | Tél : 05 62 99 03 21 | Fax : 05 62 99 03 21",,mairie,True,Bize
mairie-91064-01,Mairie - Bièvres,contact@bievres.fr,"Adresse : Place de la Mairie,901570,Bièvres | Tél : 01 69 35 15 50 | Fax : 01 69 35 31 70",http://www.bievres.fr,mairie,True,Bièvres
mairie-08065-01,Mairie - Bièvres,mairiedebievres@wanadoo.fr,"Adresse : 1 rue de la Mairie, 8370, Bièvres | Tél : 06 22 38 14 33 | Fax : ",,mairie,True,Bièvres
mairie-89043-01,Mairie - Blacy,mairie.blacy@wanadoo.fr,"Adresse : 5 rue de la Mairie,89440,Blacy | Tél : 03 86 32 14 57 | Fax : ",,mairie,True,Blacy
mairie-51065-01,Mairie - Blacy,communedeblacy@wanadoo.fr,"Adresse : 4 rue des Tilleuls,501300,Blacy | Tél : 03 26 72 09 22 | Fax : 03 26 41 02 26",,mairie,True,Blacy
mairie-71039-01,Mairie - Blanot,blanot.71.bourgogne@wanadoo.fr,"Adresse : Le Bourg,701250,Blanot | Tél : 03 85 50 04 00 | Fax : ",http://www.blanot.fr,mairie,True,Blanot
mairie-21083-01,Mairie - Blanot,mairieblanot@wanadoo.fr,"Adresse : 12 rue de l'Église, 201430, Blanot | Tél : 03 80 64 32 45 | Fax : 03 80 64 32 45",,mairie,True,Blanot
mairie-32056-01,Mairie - Blanquefort,mairiedeblanquefort@gmail.com,"Adresse : Le Village,32270,Blanquefort | Tél : 05 62 65 81 30 | Fax : ",,mairie,True,Blanquefort
mairie-33056-01,Mairie - Blanquefort,webmaster@ville-blanquefort.fr,"Adresse : Hôtel de Ville - 12 rue Dupaty - BP 20117,33294,Blanquefort Cedex | Tél : 05 56 95 50 95 | Fax : 05 56 95 50 85",http://www.ville-blanquefort.fr,mairie,True,Blanquefort
mairie-43030-01,Mairie - Blanzac,mairieblanzac@wanadoo.fr,"Adresse : 15 rue Principale,43350,Blanzac | Tél : 04 71 09 50 62 | Fax : 04 71 09 50 62",http://www.blanzac.fr,mairie,True,Blanzac
mairie-87017-01,Mairie - Blanzac,mairie.blanzac@gmail.com,"Adresse : 5 rue de la Mairie,87300,Blanzac | Tél : 05 55 68 71 63 | Fax : 05 55 68 18 19",http://www.blanzac.com,mairie,True,Blanzac
mairie-51069-01,Mairie - Bligny,commune-de-bligny01@orange.fr,"Adresse : Rue de la Barbe-aux-Cannes,501170,Bligny | Tél : 03 26 84 98 27 | Fax : 03 26 84 98 27",,mairie,True,Bligny
mairie-10048-01,Mairie - Bligny,mairie-bligny@orange.fr,"Adresse : Place de la Rochefoucauld, 010200, Bligny | Tél : 03 25 27 40 64 | Fax : ",,mairie,True,Bligny
mairie-59085-01,Mairie - Blécourt,mairiedeblecourt@wanadoo.fr,"Adresse : 4 rue de Moncheaux,59268,Blécourt | Tél : 09 67 08 35 94 | Fax : 03 27 74 35 94",,mairie,True,Blécourt
mairie-52055-01,Mairie - Blécourt,blecourt.mairie@wanadoo.fr,"Adresse : 4 rue des Marronniers,52300,Blécourt | Tél : 03 25 94 33 61 | Fax : ",,mairie,True,Blécourt
mairie-88060-01,Mairie - Blémerey,mairie.blemerey88@orange.fr,"Adresse : 5 route Oelleville,88500,Blémerey | Tél : 03 29 37 72 54 | Fax : ",,mairie,True,Blémerey
mairie-54078-01,Mairie - Blémerey,mairieblemerey@orange.fr,"Adresse : 5 Grande Rue,54450,Blémerey | Tél : 03 29 37 72 54 | Fax : ",,mairie,True,Blémerey
mairie-27073-01,Mairie - Bois-le-Roi,secretariatmairieblr@wanadoo.fr,"Adresse : Rue de la Mairie, 27220, Bois-le-Roi | Tél : 02 32 37 36 14 | Fax : 02 32 30 57 45",http://www.boisleroy27.com,mairie,True,Bois-le-Roi
mairie-77037-01,Mairie - Bois-le-Roi,affaires-generales@ville-boisleroi.fr,"Adresse : 4 avenue Paul-Doumer,77590,Bois-le-Roi | Tél : 01 60 59 18 00 | Fax : 01 60 59 18 25",http://www.ville-boisleroi.fr,mairie,True,Bois-le-Roi
mairie-80110-01,Mairie - Boismont,mairie@boismont.fr,"Adresse : 14 rue Louis-de-Rainvilliers,80230,Boismont | Tél : 03 22 26 92 84 | Fax : ",,mairie,True,Boismont
mairie-54081-01,Mairie - Boismont,boismont@orange.fr,"Adresse : Rue de la Mairie,54620,Boismont | Tél : 03 82 89 80 06 | Fax : 03 82 44 40 85",,mairie,True,Boismont
mairie-15021-01,Mairie - Boisset,communeboisset@wanadoo.fr,"Adresse : Le Bourg, 015600, Boisset | Tél : 04 71 62 20 97 | Fax : 04 71 62 22 11",,mairie,True,Boisset
mairie-34034-01,Mairie - Boisset,mairie.boisset@gmail.com,"Adresse : Le Village,34220,Boisset | Tél : 04 67 97 23 60 | Fax : 04 67 97 23 60",,mairie,True,Boisset
mairie-43034-01,Mairie - Boisset,mairie.boisset@wanadoo.fr,"Adresse : Le Bourg,43500,Boisset | Tél : 04 71 61 32 66 | Fax : 04 71 75 25 11",http://www.ville-boisset.fr,mairie,True,Boisset
mairie-61051-01,Mairie - Boitron,boitron.orne@wanadoo.fr,"Adresse : Le Bourg,601500,Boitron | Tél : 02 33 27 45 21 | Fax : 02 33 27 45 21",http://www.boitron.fr,mairie,True,Boitron
mairie-77043-01,Mairie - Boitron,mairieboitron@wanadoo.fr,"Adresse : 37 route du Montcet,77750,Boitron | Tél : 01 64 04 93 16 | Fax : ",,mairie,True,Boitron
mairie-66021-01,Mairie - Bompas,villedebompas@bompas.fr,"Adresse : 12 avenue de la Salanque,66430,Bompas | Tél : 04 68 63 26 08 | Fax : 04 34 59 00 84",http://www.bompas.fr,mairie,True,Bompas
mairie-09058-01,Mairie - Bompas,commune-bompas@orange.fr,"Adresse : 12 rue de la Mairie, 9400, Bompas | Tél : 05 61 05 68 18 | Fax : ",,mairie,True,Bompas
mairie-28050-01,Mairie - Boncourt,boncourt28.mairie@gmail.com,"Adresse : Place de l'Église, 28260, Boncourt | Tél : 02 37 41 93 39 | Fax : 02 37 62 35 67",http://www.boncourt-28.fr,mairie,True,Boncourt
mairie-02097-01,Mairie - Boncourt,mairie.commune-de-boncourt@orange.fr,"Adresse : 2 Grande rue, 2350, Boncourt | Tél : 03 23 22 06 93 | Fax : ",,mairie,True,Boncourt
mairie-54082-01,Mairie - Boncourt,communedeboncourt@orange.fr,"Adresse : 43 Grande rue,54800,Boncourt | Tél : 03 82 33 32 91 | Fax : ",,mairie,True,Boncourt
mairie-27081-01,Mairie - Boncourt,mairiedeboncourt@wanadoo.fr,"Adresse : 10 rue des Vergers, 27120, Boncourt | Tél : 02 32 36 49 58 | Fax : ",,mairie,True,Boncourt
mairie-09060-01,Mairie - Bonnac,mairiebonnac@wanadoo.fr,"Adresse : 1 rue Théophile-Delcassé, 9100, Bonnac | Tél : 05 61 68 33 13 | Fax : 05 61 68 36 13",,mairie,True,Bonnac
mairie-15022-01,Mairie - Bonnac,mairie.bonnac.commune@wanadoo.fr,"Adresse : Le Bourg, 015500, Bonnac | Tél : 04 71 23 07 67 | Fax : ",,mairie,True,Bonnac
mairie-71042-01,Mairie - Bonnay,mairie.bonnay.sl@wanadoo.fr,"Adresse : 10 route de Salornay,701460,Bonnay | Tél : 03 85 59 45 91 | Fax : ",http://www.bonnay-71.fr,mairie,True,Bonnay
mairie-80112-01,Mairie - Bonnay,mairie@commune-bonnay.fr,"Adresse : 31 Grande rue,80800,Bonnay | Tél : 03 22 48 12 82 | Fax : ",http://www.commune-bonnay.fr,mairie,True,Bonnay
mairie-25073-01,Mairie - Bonnay,mairie.bonnay25@wanadoo.fr,"Adresse : 2 rue du Château, 25870, Bonnay | Tél : 03 81 57 80 06 | Fax : ",http://www.bonnay.fr,mairie,True,Bonnay
mairie-16049-01,Mairie - Bonnes,mairiebonnes@wanadoo.fr,"Adresse : 2 place de la Mairie, 016390, Bonnes | Tél : 05 45 98 51 74 | Fax : 05 45 98 60 92",http://www.bonnes.fr,mairie,True,Bonnes
mairie-86031-01,Mairie - Bonnes,contact@bonnes86.fr,"Adresse : Place Jean-Baptiste-Guiot,86300,Bonnes | Tél : 05 49 56 40 17 | Fax : 05 49 56 48 51",http://www.ville-de-bonnes.fr,mairie,True,Bonnes
mairie-36020-01,Mairie - Bonneuil,mairie-bonneuil36@wanadoo.fr,"Adresse : 6 route de la Marche,36310,Bonneuil | Tél : 02 54 25 74 80 | Fax : ",,mairie,True,Bonneuil
mairie-16050-01,Mairie - Bonneuil,mairie.bonneuil@orange.fr,"Adresse : 11 route de Lelling, 016120, Bonneuil | Tél : 05 45 97 50 25 | Fax : 05 45 97 55 42",,mairie,True,Bonneuil
mairie-43035-01,Mairie - Bonneval,mairiebonneval@orange.fr,"Adresse : Le Bourg,43160,Bonneval | Tél : 04 71 00 04 98 | Fax : 04 71 00 06 32",,mairie,True,Bonneval
mairie-28051-01,Mairie - Bonneval,mairie@ville-bonneval.eu,"Adresse : 19 rue Saint-Roch, 28800, Bonneval | Tél : 02 37 47 21 93 | Fax : 02 37 96 26 79",http://www.ville-bonneval.eu,mairie,True,Bonneval
mairie-30044-01,Mairie - Bonnevaux,mairie.bonnevaux@free.fr,"Adresse : Le Village,30450,Bonnevaux | Tél : 04 66 61 12 68 | Fax : 04 66 61 25 07",http://www.bonnevaux.com,mairie,True,Bonnevaux
mairie-74041-01,Mairie - Bonnevaux,bonnevaux.commune-de@wanadoo.fr,"Adresse : Chef-lieu - 2 route de la Solitude,74360,Bonnevaux | Tél : 04 50 73 13 41 | Fax : 04 50 76 74 01",,mairie,True,Bonnevaux
mairie-25075-01,Mairie - Bonnevaux,mairie.bonnevaux25@wanadoo.fr,"Adresse : 4 rue de l'Église, 25560, Bonnevaux | Tél : 03 81 89 73 27 | Fax : 03 81 49 88 39",,mairie,True,Bonnevaux
mairie-80113-01,Mairie - Bonneville,mairie.bonneville@laposte.net,"Adresse : 14 bis rue de Montrelet,80670,Bonneville | Tél : 03 22 39 00 61 | Fax : 03 22 39 00 61",,mairie,True,Bonneville
mairie-74042-01,Mairie - Bonneville,courrier@ville-bonneville.fr,"Adresse : 2 place de l'Hôtel-de-Ville - CS 70139,74136,Bonneville Cedex | Tél : 04 50 25 22 00 | Fax : 04 50 25 22 46",http://www.bonneville.fr,mairie,True,Bonneville
mairie-60084-01,Mairie - Bonnières,mairie-bonnieres2@orange.fr,"Adresse : 12 rue de l'Église,60112,Bonnières | Tél : 03 44 81 00 76 | Fax : 03 44 81 00 76",http://www.mairie-bonnieres.fr,mairie,True,Bonnières
mairie-62154-01,Mairie - Bonnières,mairie-bonnieres@orange.fr,"Adresse : 36 Grand'rue,62270,Bonnières | Tél : 03 21 03 64 22 | Fax : 03 21 03 65 36",,mairie,True,Bonnières
mairie-42022-01,Mairie - Bonson,contact@mairie-bonson.fr,"Adresse : Place Charles-de-Gaulle - BP 437,42160,Bonson | Tél : 04 77 55 14 16 | Fax : 04 77 55 55 60",http://www.mairie-bonson.fr,mairie,True,Bonson
mairie-06021-01,Mairie - Bonson,mairie-bonson@wanadoo.fr,"Adresse : Place Désiré-Scoffier, 6830, Bonson | Tél : 04 93 08 58 39 | Fax : 04 93 08 50 93",http://www.bonson.org,mairie,True,Bonson
mairie-64138-01,Mairie - Bordes,mairie-bordes@wanadoo.fr,"Adresse : 27 avenue Gaston-Fébus - BP 24,64510,Bordes | Tél : 05 59 53 20 26 | Fax : 05 59 53 22 01",http://www.bordes64.fr,mairie,True,Bordes
mairie-65101-01,Mairie - Bordes,communebordes@orange.fr,"Adresse : 6 route Broucassas,65190,Bordes | Tél : 05 62 35 72 93 | Fax : 05 62 35 71 48",http://www.bordes65.fr,mairie,True,Bordes
mairie-07038-01,Mairie - Borne,ma-stedl@inforoutes-ardeche.fr,"Adresse : Le Village, 7590, Borne | Tél : 04 66 46 60 49 | Fax : ",,mairie,True,Borne
mairie-43036-01,Mairie - Borne,mairiedeborne@wanadoo.fr,"Adresse : Le Bourg,43350,Borne | Tél : 04 71 00 46 45 | Fax : ",,mairie,True,Borne
mairie-61055-01,Mairie - Boucé,mairiebouce61@gmail.com,"Adresse : 27 rue de Verdun,601570,Boucé | Tél : 02 33 35 20 45 | Fax : ",,mairie,True,Boucé
mairie-03034-01,Mairie - Boucé,mairie-bouce@wanadoo.fr,"Adresse : 8 route de Saint-Gérand-de-Vaux, 3150, Boucé | Tél : 04 70 43 70 78 | Fax : ",http://bouce.interco-abl.fr,mairie,True,Boucé
mairie-24052-01,Mairie - Bouillac,mairie.bouillac@wanadoo.fr,"Adresse : Le Bourg, 24480, Bouillac | Tél : 05 53 63 20 63 | Fax : 05 53 24 16 18",http://www.pays-de-bergerac.com/Mairie/bouillac/index.asp,mairie,True,Bouillac
mairie-12030-01,Mairie - Bouillac,mairie-bouillac@wanadoo.fr,"Adresse : 1 rue de la Mairie, 012300, Bouillac | Tél : 05 65 43 10 27 | Fax : 05 65 63 68 54",,mairie,True,Bouillac
mairie-82020-01,Mairie - Bouillac,mairie-bouillac@info82.com,"Adresse : Le Bourg,82600,Bouillac | Tél : 05 63 02 52 73 | Fax : 05 63 02 76 19",,mairie,True,Bouillac
mairie-51072-01,Mairie - Bouilly,commune.bouilly@orange.fr,"Adresse : 2 rue Saint-Caprais,501390,Bouilly | Tél : 03 26 49 27 92 | Fax : ",,mairie,True,Bouilly
mairie-10051-01,Mairie - Bouilly,mairie.bouilly@wanadoo.fr,"Adresse : 42 bis rue de l'Hôtel-de-Ville, 010320, Bouilly | Tél : 03 25 40 20 09 | Fax : 03 25 40 34 97",https://www.mairie-de-bouilly.fr,mairie,True,Bouilly
mairie-79140-03,Mairie - Bouin,mairie-bouin@paysmellois.org,"Adresse : Bouin - 1 rue de la Mairie,79110,Valdelaume | Tél : 05 49 29 85 12 | Fax : 05 49 29 85 12",,mairie,True,Valdelaume
mairie-85029-01,Mairie - Bouin,secretaire.general@bouin.fr,"Adresse : Place de l'Église,85230,Bouin | Tél : 02 51 49 74 14 | Fax : ",http://www.bouin.fr,mairie,True,Bouin
mairie-73053-01,Mairie - Bourgneuf,mairie.bourgneuf73@wanadoo.fr,"Adresse : Les Quintes,73390,Bourgneuf | Tél : 04 79 36 42 22 | Fax : 04 79 36 42 78",http://www.bourgneuf73.fr,mairie,True,Bourgneuf
mairie-17059-01,Mairie - Bourgneuf,mairie.bourgneuf@orange.fr,"Adresse : 24 rue de la Commanderie, 017220, Bourgneuf | Tél : 05 46 55 00 28 | Fax : 05 46 55 07 31",http://www.bourgneuf.fr,mairie,True,Bourgneuf
mairie-81035-01,Mairie - Bournazel,mairie.bournazel.81@wanadoo.fr,"Adresse : 185 route de Mouzieys-Panens,801170,Bournazel | Tél : 05 63 56 11 52 | Fax : ",,mairie,True,Bournazel
mairie-12031-01,Mairie - Bournazel,mairie-bounazel12@wanadoo.fr,"Adresse : Le Bourg, 012390, Bournazel | Tél : 05 65 64 41 50 | Fax : 09 77 87 76 13",,mairie,True,Bournazel
mairie-65108-01,Mairie - Bours,mairie.bours65@orange.fr,"Adresse : 1 rue de la République,65460,Bours | Tél : 05 62 37 62 80 | Fax : 09 70 62 58 00",http://www.mairie-bours65.fr,mairie,True,Bours
mairie-62166-01,Mairie - Bours,mairie.de.bours@wanadoo.fr,"Adresse : 27 rue de l'Église,62550,Bours | Tél : 03 21 04 76 76 | Fax : 03 21 04 76 76",,mairie,True,Bours
mairie-23031-01,Mairie - Boussac,mairieboussac23@wanadoo.fr,"Adresse : Place de l'Hôtel-de-Ville, 23600, Boussac | Tél : 05 55 65 01 09 | Fax : 05 55 65 83 97",http://www.boussac.fr,mairie,True,Boussac
mairie-46035-01,Mairie - Boussac,boussac.mairie@wanadoo.fr,"Adresse : Le Bourg,46100,Boussac | Tél : 05 65 40 05 96 | Fax : 05 65 40 05 96",http://www.mairiedeboussac.jimdo.com,mairie,True,Boussac
mairie-12032-01,Mairie - Boussac,mairie.de.boussac@orange.fr,"Adresse : Rue de la Mairie, 012160, Boussac | Tél : 05 65 69 02 63 | Fax : 05 65 69 03 56",,mairie,True,Boussac
mairie-44022-01,Mairie - Boussay,contact@boussay.fr,"Adresse : 4 rue du Val-de-Sèvre,44190,Boussay | Tél : 02 40 06 81 25 | Fax : 02 40 06 88 64",http://www.boussay.fr,mairie,True,Boussay
mairie-37033-01,Mairie - Boussay,mairie.boussay37@wanadoo.fr,"Adresse : Place de la Mairie,37290,Boussay | Tél : 02 47 94 52 61 | Fax : 02 47 94 41 12",,mairie,True,Boussay
mairie-57102-01,Mairie - Bousse,conseilmunicipal.bousse@orange.fr,"Adresse : 1 rue de l'Église,57310,Bousse | Tél : 03 87 73 90 29 | Fax : 03 87 73 79 25",http://www.mairie-bousse.fr,mairie,True,Bousse
