#id,name,request_email,notes,home_page,tag_string
gendarmerie-97128-01,Brigade de gendarmerie - Sainte-Anne 97128-01,bta.ste-anne@gendarmerie.interieur.gouv.fr,"Adresse : 1 Impasse Joas Section Castaing,97180,Sainte-Anne | Tél : +590 85 19 50 | Fax : +590 85 19 60",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
mairie-17174-01,Mairie - Genouillé 17174-01,mairie@genouille17.fr,"Adresse : 6 bis rue de la Garenne, 17430, Genouillé | Tél : 05 46 27 72 13 | Fax : ",http://www.genouille17.fr,mairie
mairie-86104-01,Mairie - Genouillé 86104-01,genouille@departement86.fr,"Adresse : 5 route de Civray,86250,Genouillé | Tél : 05 49 87 10 71 | Fax : 05 49 87 10 71",,mairie
mairie-33186-01,Mairie - Gensac 33186-01,secretariat.gensac@wanadoo.fr,"Adresse : 1 place de l'Hôtel-de-Ville,33890,Gensac | Tél : 05 57 47 42 37 | Fax : 05 57 47 46 63",http://gensac.fr,mairie
mairie-65196-01,Mairie - Gensac 65196-01,gensac.cne@wanadoo.fr,"Adresse : 26 rue des Pyrénées,65140,Gensac | Tél : 05 62 96 99 11 | Fax : ",,mairie
mairie-82067-01,Mairie - Gensac 82067-01,mairie-gensac@info82.com,"Adresse : Le Bourg,82120,Gensac | Tél : 05 63 94 06 47 | Fax : ",,mairie
mairie-50200-01,Mairie - Ger 50200-01,mairieger@wanadoo.fr,"Adresse : 2 rue Claude-Chappe,50850,Ger | Tél : 02 33 59 06 07 | Fax : 02 33 59 06 07",,mairie
mairie-65197-01,Mairie - Ger 65197-01,ger.mairie@wanadoo.fr,"Adresse : Impasse de la Mairie,65100,Ger | Tél : 05 62 94 79 01 | Fax : 05 62 94 79 01",,mairie
mairie-64238-01,Mairie - Ger 64238-01,mairie.ger@wanadoo.fr,"Adresse : Rue du Gleysia,64530,Ger | Tél : 05 62 31 50 60 | Fax : 05 62 31 57 02",http://www.ger.fr,mairie
mairie-02343-01,Mairie - Germaine 02343-01,mairie.germaine@wanadoo.fr,"Adresse : 18 Grande rue, 2590, Germaine | Tél : 03 23 68 83 78 | Fax : 03 23 68 83 78",,mairie
mairie-51266-01,Mairie - Germaine 51266-01,mairie-germaine@wanadoo.fr,"Adresse : 1 rue de Courtagnon, 51160,Germaine | Tél : 03 26 52 88 81 | Fax : 03 26 52 88 81",http://www.villedegermaine.fr,mairie
mairie-70265-01,Mairie - Germigney 70265-01,mairie-germigney@wanadoo.fr,"Adresse : 5 rue des Prélots,70100,Germigney | Tél : 03 84 67 48 82 | Fax : ",,mairie
mairie-39249-01,Mairie - Germigney 39249-01,mairie.germigney@wanadoo.fr,"Adresse : 4 rue du Val-d'Amour,39380,Germigney | Tél : 03 84 37 68 33 | Fax : ",,mairie
mairie-51267-01,Mairie - Germigny 51267-01,mairie.germigny51@orange.fr,"Adresse : 12 rue de Fontenille, 51390,Germigny | Tél : 03 26 03 68 73 | Fax : 03 26 03 68 73",http://mairie.germigny.a3w.fr,mairie
mairie-89186-01,Mairie - Germigny 89186-01,mairie.germigny@wanadoo.fr,"Adresse : 6 route de Tonnerre,89600,Germigny | Tél : 03 86 35 12 10 | Fax : ",http://www.mairie-germigny.fr,mairie
mairie-46118-01,Mairie - Gignac 46118-01,mairie.gignac46@wanadoo.fr,"Adresse : 14 rue de la Pierre-des-Trois-Évêques,46600,Gignac | Tél : 05 65 37 70 53 | Fax : 05 65 37 70 53",http://www.gignac-en-quercy.fr,mairie
mairie-34114-01,Mairie - Gignac 34114-01,contact@ville-gignac.com,"Adresse : Place Auguste-Ducornot - CS 70048,34150,Gignac | Tél : 04 67 57 01 70 | Fax : 04 67 57 25 65",http://www.ville-gignac.com,mairie
mairie-84048-01,Mairie - Gignac 84048-01,mairiedegignac@orange.fr,"Adresse : La Placeto,84400,Gignac | Tél : 04 90 74 20 74 | Fax : 04 90 74 41 42",,mairie
mairie-25271-01,Mairie - Gilley 25271-01,mairie.gilley@wanadoo.fr,"Adresse : 1 place du Général-de-Gaulle, 25650, Gilley | Tél : 03 81 43 32 00 | Fax : 03 81 43 39 02",http://www.gilley.fr,mairie
mairie-52223-01,Mairie - Gilley 52223-01,gilley.mairie@wanadoo.fr,"Adresse : 3 place de la Mairie,52500,Gilley | Tél : 03 25 90 73 08 | Fax : ",,mairie
mairie-54227-01,Mairie - Giraumont 54227-01,commune.giraumont@wanadoo.fr,"Adresse : 6 place de la Mairie,54780,Giraumont | Tél : 03 82 33 10 46 | Fax : 03 82 33 10 36",http://giraumont.monsite-orange.fr,mairie
mairie-60273-01,Mairie - Giraumont 60273-01,giraumont-mairie2@orange.fr,"Adresse : 9 bis rue Paul-Plonquet,60150,Giraumont | Tél : 03 44 83 23 23 | Fax : ",,mairie
mairie-89188-01,Mairie - Girolles 89188-01,mairie89-girolles@orange.fr,"Adresse : 9 rue Basse,89200,Girolles | Tél : 03 86 33 59 22 | Fax : ",,mairie
mairie-45156-01,Mairie - Girolles 45156-01,mairiedegirolles@wanadoo.fr,"Adresse : 8 rue du Bourg,45120,Girolles | Tél : 02 38 85 43 49 | Fax : ",,mairie
mairie-08193-01,Mairie - Givry 08193-01,commune.givry08@orange.fr,"Adresse : 12 rue de la Libération, 8130, Givry | Tél : 03 24 71 20 80 | Fax : ",,mairie
mairie-89190-01,Mairie - Givry 89190-01,mairie-givry@wanadoo.fr,"Adresse : 15 rue du Mal-Perthuis,89200,Givry | Tél : 03 86 33 48 66 | Fax : ",http://www.givry89.fr,mairie
mairie-71221-01,Mairie - Givry 71221-01,contact@mairiedegivry.fr,"Adresse : 4 place de la Poste, 71640,Givry | Tél : 03 85 94 16 30 | Fax : 03 85 94 16 34",http://www.givry-bourgogne.fr,mairie
mairie-89191-01,Mairie - Gland 89191-01,mairie-gland@wanadoo.fr,"Adresse : 2 rue du Grand-Bois,89740,Gland | Tél : 03 86 75 29 71 | Fax : 03 86 75 29 71",http://www.gland-en-bourgogne.fr,mairie
mairie-02347-01,Mairie - Gland 02347-01,commune-de-gland@wanadoo.fr,"Adresse : 35 rue de Château-Thierry, 2400, Gland | Tél : 03 23 69 24 56 | Fax : 03 23 83 62 96",http://www.mairiedegland02.fr,mairie
mairie-57249-01,Mairie - Glatigny 57249-01,mairie.glatigny@wanadoo.fr,"Adresse : 16 rue Principale,57530,Glatigny | Tél : 03 87 76 81 29 | Fax : ",,mairie
mairie-60275-01,Mairie - Glatigny 60275-01,commune-de-glatigny62@orange.fr,"Adresse : 6 rue Dubos,60650,Glatigny | Tél : 03 44 82 32 84 | Fax : ",,mairie
mairie-78276-01,Mairie - Gommecourt 78276-01,mairiegommecourt@wanadoo.fr,"Adresse : 12 bis rue des Écoles,78270,Gommecourt | Tél : 01 30 93 06 91 | Fax : ",http://www.gommecourt.fr,mairie
mairie-62375-01,Mairie - Gommecourt 62375-01,gommecourt.mairie@orange.fr,"Adresse : 7 rue de la Chapelle,62111,Gommecourt | Tél : 03 21 59 16 69 | Fax : 03 21 59 16 69",,mairie
mairie-76303-01,Mairie - Gommerville 76303-01,mairiegommerville2@wanadoo.fr,"Adresse : 85 rue Hocquart-de-Turtot,76430,Gommerville | Tél : 02 35 20 53 22 | Fax : 02 35 20 89 34",http://www.gommerville76.fr,mairie
mairie-28183-01,Mairie - Gommerville 28183-01,mairie.gommerville@orange.fr,"Adresse : 3 rue de la Mairie, 28310, Gommerville | Tél : 02 37 99 52 12 | Fax : ",http://www.gommerville.com,mairie
mairie-60279-01,Mairie - Gondreville 60279-01,mairiedegondreville@wanadoo.fr,"Adresse : 8 rue de l'École,60117,Gondreville | Tél : 03 44 88 42 07 | Fax : ",,mairie
mairie-45158-01,Mairie - Gondreville 45158-01,mairie-gondreville-45@wanadoo.fr,"Adresse : 8 rue Georges-Pallain,45490,Gondreville | Tél : 02 38 87 80 13 | Fax : ",,mairie
mairie-54232-01,Mairie - Gondreville 54232-01,gondreville-mairie@orange.fr,"Adresse : 56 rue du Château-des-Princes - BP 5,54840,Gondreville | Tél : 03 83 63 60 22 | Fax : 03 83 63 94 50",http://www.commune-gondreville.fr,mairie
mairie-44064-01,Mairie - Gorges 44064-01,contact@gorges44.fr,"Adresse : 3 place de l'Église,44190,Gorges | Tél : 02 40 06 93 90 | Fax : 02 40 06 97 89",http://www.gorges44.fr,mairie
mairie-50210-01,Mairie - Gorges 50210-01,mairie.gorges50@gmail.com,"Adresse : 14 rue du Château,50190,Gorges | Tél : 02 33 46 72 68 | Fax : ",,mairie
mairie-80381-01,Mairie - Gorges 80381-01,mairie.gorges@laposte.net,"Adresse : 1 rue de la Mairie,80370,Gorges | Tél : 03 22 32 55 80 | Fax : 03 22 32 55 80",,mairie
mairie-76311-01,Mairie - Goupillières 76311-01,mairie-sg.goupillieres@wanadoo.fr,"Adresse : 140 route de Cléres,76570,Goupillières | Tél : 02 35 91 22 82 | Fax : 02 35 92 49 57",http://www.goupillieres76.fr/commune.htm,mairie
mairie-78278-01,Mairie - Goupillières 78278-01,mairie.goupillieres78@wanadoo.fr,"Adresse : 24 Vallée-Penaut,78770,Goupillières | Tél : 01 34 87 41 07 | Fax : 01 30 88 51 40",http://www.goupillieres78.fr,mairie
mairie-14307-01,Mairie - Goupillières 14307-01,mairie.goupillieres-14@wanadoo.fr,"Adresse : 2 rue de l'Église, 14210, Goupillières | Tél : 02 31 79 44 98 | Fax : ",,mairie
mairie-06068-01,Mairie - Gourdon 06068-01,contact@mairie-gourdon06.fr,"Adresse : La Colombière - 263 chemin du Colombier, 6620, Gourdon | Tél : 04 93 42 92 00 | Fax : 04 93 09 40 21",http://www.gourdon06.fr,mairie
mairie-71222-01,Mairie - Gourdon 71222-01,gourdon.mairie@wanadoo.fr,"Adresse : Le Bourg, 71300,Gourdon | Tél : 03 85 79 80 83 | Fax : ",http://www.gourdon71.fr,mairie
mairie-46127-01,Mairie - Gourdon 46127-01,contact@gourdon.fr,"Adresse : Place de l'Hôtel-de-Ville - BP 30017,46300,Gourdon | Tél : 05 65 27 01 10 | Fax : 05 65 41 09 88",http://www.gourdon.fr,mairie
mairie-07098-01,Mairie - Gourdon 07098-01,mairie.gourdon093@orange.fr,"Adresse : La Planche, 7000, Gourdon | Tél : 04 75 66 80 70 | Fax : 04 75 66 80 70",,mairie
mairie-28185-01,Mairie - Goussainville 28185-01,mairie.goussainville28@wanadoo.fr,"Adresse : 13 rue de Paris, 28410, Goussainville | Tél : 02 37 43 21 07 | Fax : 02 37 43 23 69",http://www.mairie-goussainville28.fr,mairie
mairie-95280-01,Mairie - Goussainville 95280-01,mairie@ville-goussainville.fr,"Adresse : 1 place de la Charmeuse - BP 010030,95191,Goussainville Cedex | Tél : 01 39 94 60 00 | Fax : ",http://www.ville-goussainville.fr,mairie
mairie-02352-01,Mairie - Gouy 02352-01,mairie.gouy@wanadoo.fr,"Adresse : 4 rue de la Mairie, 2420, Gouy | Tél : 03 23 66 22 06 | Fax : 03 23 66 23 66",http://www.gouy02.fr,mairie
mairie-76313-01,Mairie - Gouy 76313-01,secretariat.ville.gouy@wanadoo.fr,"Adresse : 600 rue des Canadiens,76520,Gouy | Tél : 02 35 23 36 13 | Fax : 02 35 23 58 19",http://www.gouy.fr,mairie
mairie-76318-01,Mairie - Grand-Camp 76318-01,mairiegrandcamp@wanadoo.fr,"Adresse : Place de la Mairie,76170,Grand-Camp | Tél : 02 35 38 11 67 | Fax : 02 35 39 84 12",http://www.grand-camp76.fr,mairie
mairie-27295-01,Mairie - Grand-Camp 27295-01,mairie.grandcamp27@wanadoo.fr,"Adresse : Le Bourg, 27270, Grand-Camp | Tél : 02 32 44 75 99 | Fax : ",,mairie
mairie-52228-01,Mairie - Grandchamp 52228-01,grandchamp52@orange.fr,"Adresse : 1 place du Monument,52600,Grandchamp | Tél : 03 25 87 12 56 | Fax : 03 25 87 12 56",,mairie
mairie-72142-01,Mairie - Grandchamp 72142-01,mairie.grandchamp@wanadoo.fr,"Adresse : 20 rue Principale,72610,Grandchamp | Tél : 02 43 34 20 31 | Fax : ",,mairie
mairie-08196-01,Mairie - Grandchamp 08196-01,mairiedegrandchamp@orange.fr,"Adresse : 11 Grande rue, 8270, Grandchamp | Tél : 03 24 72 00 06 | Fax : ",,mairie
mairie-78283-01,Mairie - Grandchamp 78283-01,gr78113@orange.fr,"Adresse : 10 route de Nogent,78113,Grandchamp | Tél : 01 34 85 06 03 | Fax : 01 34 85 07 65",http://www.mairie-grandchamp78.fr,mairie
mairie-80384-01,Mairie - Grandcourt 80384-01,mairie.grandcourt@wanadoo.fr,"Adresse : 1 rue de l'Église,80300,Grandcourt | Tél : 03 22 74 81 06 | Fax : ",http://www.paysducoquelicot.com,mairie
mairie-76320-01,Mairie - Grandcourt 76320-01,grandcourt.mairie@wanadoo.fr,"Adresse : 27 place du Maréchal-Leclerc,76660,Grandcourt | Tél : 02 35 93 87 25 | Fax : 02 35 93 87 25",,mairie
mairie-25287-01,Mairie - Grandfontaine 25287-01,mairiegrandfontaine@wanadoo.fr,"Adresse : 1 rue de la Mairie, 25320, Grandfontaine | Tél : 03 81 58 56 57 | Fax : 03 81 58 51 50",http://www.grandfontaine.fr,mairie
mairie-67165-01,Mairie - Grandfontaine 67165-01,mairie.grandfontaine@wanadoo.fr,"Adresse : 12 rue Principale,67130,Grandfontaine | Tél : 03 88 97 20 09 | Fax : 03 88 97 20 23",http://www.grandfontaine-donon.fr,mairie
mairie-81106-01,Mairie - Grazac 81106-01,mairie@grazac-tarn.fr,"Adresse : 52 route de Salvagnac, 81800,Grazac | Tél : 05 63 33 76 53 | Fax : 05 63 33 33 81",http://www.grazac-tarn.fr,mairie
mairie-43102-01,Mairie - Grazac 43102-01,mairie.de.grazac@wanadoo.fr,"Adresse : Place du 19-Mars-01962,43200,Grazac | Tél : 04 71 59 38 47 | Fax : 04 71 59 31 52",,mairie
mairie-31231-01,Mairie - Grazac 31231-01,mairiegrazac31@wanadoo.fr,"Adresse : Place du Village, 31190,Grazac | Tél : 05 61 08 42 39 | Fax : ",http://www.grazac31.net,mairie
mairie-38184-01,Mairie - Grenay 38184-01,grenay38@wanadoo.fr,"Adresse : 1 Grande place,38540,Grenay | Tél : 04 78 40 88 09 | Fax : 04 78 40 82 28",,mairie
mairie-62386-01,Mairie - Grenay 62386-01,etatcivil@grenay.fr,"Adresse : Place Pasteur,62160,Grenay | Tél : 03 21 72 66 88 | Fax : 03 21 72 66 89",http://www.grenay.fr,mairie
mairie-24205-01,Mairie - Grignols 24205-01,mairiegrignols@orange.fr,"Adresse : Le Bourg, 24110, Grignols | Tél : 05 53 54 28 93 | Fax : 05 53 03 27 76",http://www.mairiedegrignols.com,mairie
mairie-33195-01,Mairie - Grignols 33195-01,communedegrignols@wanadoo.fr,"Adresse : 56 allée Saint-Michel,33690,Grignols | Tél : 05 56 65 01 20 | Fax : 05 56 25 61 22",http://www.grignols.fr,mairie
mairie-73130-01,Mairie - Grignon 73130-01,accueil@mairiegrignon.fr,"Adresse : 01580 route départementale 925,73200,Grignon | Tél : 04 79 32 47 29 | Fax : 09 72 12 66 62",http://www.grignon.fr,mairie
mairie-21308-01,Mairie - Grignon 21308-01,mairiedegrignon@wanadoo.fr,"Adresse : 7 rue Jean-Dampt, 21150, Grignon | Tél : 03 80 96 12 93 | Fax : ",http://www.mairie-grignon21.fr,mairie
mairie-62388-01,Mairie - Grigny 62388-01,mairiedegrigny62140@wanadoo.fr,"Adresse : 51 rue Michel-Fiquet,62140,Grigny | Tél : 03 21 81 69 22 | Fax : 03 21 86 37 22",,mairie
mairie-91286-01,Mairie - Grigny 91286-01,courriers.ville@grigny91.fr,"Adresse : 19 route de Corbeil - BP 13, 91350,Grigny | Tél : 01 69 02 53 53 | Fax : 01 69 43 60 55",http://grigny91.fr/,mairie
mairie-69096-01,Mairie - Grigny 69096-01,accueil@mairie-grigny69.fr,"Adresse : 3 avenue Jean-Estragnat,69520,Grigny | Tél : 04 72 49 52 49 | Fax : 04 37 20 16 25",http://www.mairie-grigny69.fr,mairie
mairie-21309-01,Mairie - Griselles 21309-01,mairie.griselles@wanadoo.fr,"Adresse : 16 rue de la Laignes, 21330, Griselles | Tél : 03 80 81 61 56 | Fax : 03 80 81 61 56",,mairie
mairie-45161-01,Mairie - Griselles 45161-01,mairie-griselles@wanadoo.fr,"Adresse : 12 rue de la Mairie,45210,Griselles | Tél : 02 38 96 60 10 | Fax : 02 38 96 69 29",http://www.griselles.fr,mairie
mairie-02356-01,Mairie - Grisolles 02356-01,mairie.grisolles02@gmail.com,"Adresse : 8 rue du Pommelottier, 2210, Grisolles | Tél : 03 23 71 32 42 | Fax : 03 23 71 44 43",,mairie
mairie-82075-01,Mairie - Grisolles 82075-01,mairie@ville-grisolles82.fr,"Adresse : 4 avenue de la République,82170,Grisolles | Tél : 05 63 67 30 21 | Fax : 05 63 67 38 89",http://www.ville-grisolles82.fr,mairie
mairie-18105-01,Mairie - Gron 18105-01,mairie.gron.18@wanadoo.fr,"Adresse : 19 place de l'Église, 18800, Gron | Tél : 02 48 68 50 11 | Fax : 02 48 68 59 27",http://www.gron18.fr,mairie
mairie-89195-01,Mairie - Gron 89195-01,mairie.gron@wanadoo.fr,"Adresse : 1 place de l'Église,89100,Gron | Tél : 03 86 65 48 43 | Fax : 03 86 64 90 80",http://www.gron-en-bourgogne.fr,mairie
mairie-48072-01,Mairie - Grèzes 48072-01,mairie.grezes@gmail.com,"Adresse : Le Village,48100,Grèzes | Tél : 09 61 31 44 22 | Fax : ",,mairie
mairie-46131-01,Mairie - Grèzes 46131-01,mairie-grezes@orange.fr,"Adresse : Place de l'Église,46320,Grèzes | Tél : 05 65 40 50 70 | Fax : 05 65 40 50 70",,mairie
mairie-43104-01,Mairie - Grèzes 43104-01,mairie.grezes@free.fr,"Adresse : Le Bourg,43170,Grèzes | Tél : 04 71 74 43 69 | Fax : 04 71 74 43 69",,mairie
mairie-22158-02,Mairie - Guerlédan 22158-02,mairie-stguen@orange.fr,"Adresse : Saint-Guen - 5 rue du Sénéchal, 22530, Guerlédan | Tél : 02 96 28 54 03 | Fax : 02 96 26 09 30",,mairie
mairie-76333-01,Mairie - Guerville 76333-01,mairie.de.guerville.76@wanadoo.fr,"Adresse : 5 rue des Alliés,76340,Guerville | Tél : 02 32 97 04 11 | Fax : 02 32 97 18 96",https://guerville76.wordpress.com,mairie
mairie-78291-01,Mairie - Guerville 78291-01,mairie.guerville@wanadoo.fr,"Adresse : 4 place de la Mairie,78930,Guerville | Tél : 01 30 42 63 22 | Fax : 01 30 42 33 11",http://www.guerville.fr,mairie
mairie-33196-01,Mairie - Guillac 33196-01,guillac.mairie@wanadoo.fr,"Adresse : 2 Capéranie,33420,Guillac | Tél : 05 57 84 52 28 | Fax : 09 70 62 95 98",http://www.mairie.guillac.over-blog.com,mairie
mairie-56079-01,Mairie - Guillac 56079-01,mairieguillac@orange.fr,"Adresse : 1 place de la Mairie,56800,Guillac | Tél : 02 97 74 11 62 | Fax : 02 97 74 32 25",http://www.guillac.fr,mairie
mairie-45164-01,Mairie - Guilly 45164-01,mairie.guilly@wanadoo.fr,"Adresse : 10 rue des Écoles,45600,Guilly | Tél : 02 38 58 03 06 | Fax : 02 38 58 01 47",http://www.mairie-guilly.com,mairie
mairie-36085-01,Mairie - Guilly 36085-01,mairieguilly36@wanadoo.fr,"Adresse : 4 place Ferdinand-de-Lesseps,36150,Guilly | Tél : 02 54 49 74 85 | Fax : ",,mairie
mairie-65195-01,Mairie - Génos 65195-01,communedegenos.65@orange.fr,"Adresse : Le Village,65240,Génos | Tél : 05 62 99 68 01 | Fax : ",,mairie
mairie-30128-01,Mairie - Générac 30128-01,accueil@generac.fr,"Adresse : Place de l'Hôtel-de-Ville - BP 22,30510,Générac | Tél : 04 66 01 31 14 | Fax : ",http://www.generac.fr,mairie
mairie-33184-01,Mairie - Générac 33184-01,generac-mairie@wanadoo.fr,"Adresse : 43 le Bourg,33920,Générac | Tél : 05 57 64 74 28 | Fax : ",,mairie
mairie-62404-01,Mairie - Halloy 62404-01,mairiehalloy@nordned.fr,"Adresse : 9 bis rue de la Hayette,62760,Halloy | Tél : 03 21 22 67 62 | Fax : 03 21 22 67 62",,mairie
mairie-60295-01,Mairie - Halloy 60295-01,mairie.halloy@wanadoo.fr,"Adresse : 57 rue de l'Église,60210,Halloy | Tél : 03 44 46 65 22 | Fax : 03 44 46 65 22",http://www.halloy.fr,mairie
mairie-54250-01,Mairie - Haraucourt 54250-01,mairie.haraucourt@free.fr,"Adresse : 5 bis rue des Écoles,54110,Haraucourt | Tél : 03 83 48 29 16 | Fax : 09 89 04 41 46",http://mairie.haraucourt.free.fr,mairie
mairie-08211-01,Mairie - Haraucourt 08211-01,mairie.haraucourt@ennemane.net,"Adresse : 5 place de la Mairie, 8450, Haraucourt | Tél : 03 24 26 71 03 | Fax : 03 24 22 61 41",,mairie
mairie-02370-01,Mairie - Hargicourt 02370-01,mairie.hargicourt@wanadoo.fr,"Adresse : 12 place de la Mairie, 2420, Hargicourt | Tél : 03 23 09 58 03 | Fax : 03 23 09 51 91",,mairie
mairie-80419-01,Mairie - Hargicourt 80419-01,mairiehargicourt@orange.fr,"Adresse : 1 place de la Mairie,80500,Hargicourt | Tél : 03 22 78 23 13 | Fax : 03 22 78 23 13",,mairie
mairie-59283-01,Mairie - Hargnies 59283-01,mairie.hargnies@wanadoo.fr,"Adresse : 21 rue du Bois,59138,Hargnies | Tél : 03 27 66 20 56 | Fax : 03 27 63 63 02",http://www.hargnies-ville.fr,mairie
mairie-08214-01,Mairie - Hargnies 08214-01,secretariat@mairiedehargnies08.fr,"Adresse : 25 rue Gabriel-Brichet, 8170, Hargnies | Tél : 03 24 41 61 17 | Fax : 03 24 41 85 55",http://www.hargnies.fr,mairie
mairie-76343-01,Mairie - Haucourt 76343-01,mairie-sg.haucourt@orange.fr,"Adresse : Impasse de l'Église,76440,Haucourt | Tél : 02 35 90 99 07 | Fax : ",,mairie
mairie-60301-01,Mairie - Haucourt 60301-01,haucourt.oise@wanadoo.fr,"Adresse : 1 rue de la Mairie,60112,Haucourt | Tél : 03 44 81 03 10 | Fax : ",http://www.mairie-haucourt.fr,mairie
mairie-62414-01,Mairie - Haucourt 62414-01,mairie@haucourt.fr,"Adresse : 50 rue du Général-de-Gaulle,62156,Haucourt | Tél : 03 21 22 38 78 | Fax : ",http://www.haucourt.fr,mairie
mairie-73131-01,Mairie - Hautecour 73131-01,mairie-de-hautecour@wanadoo.fr,"Adresse : Chef-lieu - 10 place Saint-Étienne,73600,Hautecour | Tél : 04 79 24 02 62 | Fax : ",http://www.hautecour-savoie.fr,mairie
mairie-39265-01,Mairie - Hautecour 39265-01,mairie.hautecour@wanadoo.fr,"Adresse : Place Jean-Moulin,39130,Hautecour | Tél : 03 84 25 25 01 | Fax : ",,mairie
mairie-61202-01,Mairie - Hauterive 61202-01,hauterive.mairie@wanadoo.fr,"Adresse : 40 rue de l'Abbaye, 61250,Hauterive | Tél : 02 33 27 11 31 | Fax : ",http://www.hauterive.net,mairie
mairie-03126-01,Mairie - Hauterive 03126-01,mairie.hauterive@wanadoo.fr,"Adresse : Place de la Mairie, 3270, Hauterive | Tél : 04 70 59 00 13 | Fax : 04 70 59 00 72",http://www.mairie-hauterive.fr,mairie
mairie-89200-01,Mairie - Hauterive 89200-01,mairie-hauterive2@wanadoo.fr,"Adresse : 1 place de la Mairie,89250,Hauterive | Tél : 03 86 47 87 32 | Fax : 03 86 47 87 32",,mairie
mairie-39177-01,Mairie - Hauteroche 39177-01,mairie@hauteroche39.fr,"Adresse : Crançot - 10 route de Lons,39570,Hauteroche | Tél : 03 84 48 22 08 | Fax : 03 84 43 56 55",http://www.hauteroche39.fr,mairie
mairie-21314-01,Mairie - Hauteroche 21314-01,mairie.hauteroche@wanadoo.fr,"Adresse : Rue de l'École, 21150, Hauteroche | Tél : 03 80 96 28 43 | Fax : ",,mairie
mairie-73133-01,Mairie - Hauteville 73133-01,mairie.hauteville@gmail.com,"Adresse : Chef-lieu,73390,Hauteville | Tél : 04 79 28 86 75 | Fax : ",http://www.hauteville-savoie.fr,mairie
mairie-08219-01,Mairie - Hauteville 08219-01,hauteville.mairie@wannado.fr,"Adresse : 6 rue des Écoliers, 8300, Hauteville | Tél : 03 24 72 32 71 | Fax : ",,mairie
mairie-51286-01,Mairie - Hauteville 51286-01,mairie.hauteville51@orange.fr,"Adresse : Place de la Mairie, 51290,Hauteville | Tél : 03 26 72 36 39 | Fax : ",,mairie
mairie-02376-01,Mairie - Hauteville 02376-01,mairiehauteville@wanadoo.fr,"Adresse : Place du Général-de-Gaulle, 2120, Hauteville | Tél : 03 23 09 05 53 | Fax : ",,mairie
mairie-62418-01,Mairie - Hauteville 62418-01,commune.hauteville@wanadoo.fr,"Adresse : 10 place des Tilleuls,62810,Hauteville | Tél : 03 21 48 27 35 | Fax : ",,mairie
mairie-64258-01,Mairie - Haux 64258-01,mairie.haux@wanadoo.fr,"Adresse : Place de l'Église,64470,Haux | Tél : 05 59 28 60 76 | Fax : ",,mairie
mairie-33201-01,Mairie - Haux 33201-01,contact.mairie@haux33.fr,"Adresse : 1 route départementale 239,33550,Haux | Tél : 05 56 23 05 22 | Fax : 05 56 23 04 33",http://www.mairie.haux33.fr,mairie
mairie-62437-01,Mairie - Herly 62437-01,herly.mairie@wanadoo.fr,"Adresse : 9 rue de la Mairie,62650,Herly | Tél : 03 21 86 57 95 | Fax : 03 21 86 57 95",,mairie
mairie-80438-01,Mairie - Heudicourt 80438-01,mairie.heudicourt@wanadoo.fr,"Adresse : 2 place de la Mairie,80122,Heudicourt | Tél : 03 22 86 81 32 | Fax : 03 22 83 20 92",http://heudicourt.jimdo.com,mairie
