#id,name,request_email,notes,home_page,tag_string
mairie-71516-01,Mairie - Serley,mairie.serley@wanadoo.fr,"Adresse : Le Bourg, 71310,Serley | Tél : 03 85 76 12 40 | Fax : 03 85 76 16 75",http://www.serley71.fr,mairie
mairie-74137-01,Mairie - Groisy,mairie@groisy.org,"Adresse : 312 route du Chef-lieu,74570,Groisy | Tél : 04 50 68 00 01 | Fax : 04 50 68 48 38",http://www.groisy.fr,mairie
mairie-74138-01,Mairie - Gruffy,secretariat@mairie-gruffy.fr,"Adresse : 65 impasse de la Mairie,74540,Gruffy | Tél : 04 50 77 51 00 | Fax : 04 50 77 61 22",,mairie
mairie-74139-01,Mairie - Habère-Lullin,accueil@habere-lullin.fr,"Adresse : 280 route Vieille,74420,Habère-Lullin | Tél : 04 50 39 50 85 | Fax : 04 50 39 59 37",http://www.habere-lullin.fr,mairie
mairie-74140-01,Mairie - Habère-Poche,mairie.habere-poche@wanadoo.fr,"Adresse : 1 place de l'Église,74420,Habère-Poche | Tél : 04 50 39 52 64 | Fax : ",http://www.habere-poche.fr,mairie
mairie-74141-01,Mairie - Hauteville-sur-Fier,mairie@hautevillesurfier.fr,"Adresse : 12 place du Général-Devigny,74150,Hauteville-sur-Fier | Tél : 04 50 60 50 04 | Fax : 04 50 51 82 68",http://www.hautevillesurfier.fr,mairie
mairie-74142-01,Mairie - Héry-sur-Alby,infomairie@herysuralby.fr,"Adresse : 40 chemin des Écoliers,74540,Héry-sur-Alby | Tél : 04 50 68 17 62 | Fax : 04 50 45 91 64",http://www.herysuralby.fr,mairie
mairie-74143-01,Mairie - Les Houches,mairie@leshouches.fr,"Adresse : 1 place de la Mairie - BP 1,74310,Les Houches | Tél : 04 50 54 40 04 | Fax : 04 50 54 55 22",http://www.leshouches.fr,mairie
mairie-74144-01,Mairie - Jonzier-Épagny,mairiejonzier-epagny@orange.fr,"Adresse : 289 route de Novery,74520,Jonzier-Épagny | Tél : 04 50 35 24 39 | Fax : ",http://www.jonzier-epagny.fr,mairie
mairie-74146-01,Mairie - Larringes,mairie@larringes.fr,"Adresse : 1 place du Village,74500,Larringes | Tél : 04 50 73 46 90 | Fax : 04 50 81 02 11",http://www.larringes.fr,mairie
mairie-74147-01,Mairie - Lathuile,mairie@lathuile.fr,"Adresse : 30 route du Bout-du-Lac,74210,Lathuile | Tél : 04 50 44 31 43 | Fax : 04 50 44 32 91",http://www.lathuile.fr,mairie
mairie-74148-01,Mairie - Leschaux,mairie.leschaux@orange.fr,"Adresse : Chef-lieu,74320,Leschaux | Tél : 04 50 32 00 39 | Fax : 04 50 44 22 11",,mairie
mairie-74150-01,Mairie - Loisin,mairie@loisin.fr,"Adresse : 1 Grande rue,74140,Loisin | Tél : 04 50 94 16 74 | Fax : 04 50 94 02 59",http://www.loisin.fr,mairie
mairie-74151-01,Mairie - Lornay,mairie.lornay@wanadoo.fr,"Adresse : 165 route du Chef-lieu,74150,Lornay | Tél : 04 50 62 15 52 | Fax : 04 50 62 28 97",http://www.lornay74.fr,mairie
mairie-74152-01,Mairie - Lovagny,mairie.lovagny@wanadoo.fr,"Adresse : 50 route de Poisy,74330,Lovagny | Tél : 04 50 46 23 37 | Fax : 04 50 46 18 44",http://www.lovagny.fr,mairie
mairie-74153-01,Mairie - Lucinges,accueil@lucinges.fr,"Adresse : 90 place de l'Église,74380,Lucinges | Tél : 04 50 43 30 93 | Fax : 04 50 43 32 12",http://www.lucinges.fr,mairie
mairie-74154-01,Mairie - Lugrin,courrier@mairie-lugrin.fr,"Adresse : Chef-lieu,74500,Lugrin | Tél : 04 50 76 00 38 | Fax : ",http://www.mairie-lugrin.fr,mairie
mairie-74155-01,Mairie - Lullin,info@lullin.fr,"Adresse : 15 place des Remparts,74470,Lullin | Tél : 04 50 73 81 13 | Fax : ",http://www.lullin.fr,mairie
mairie-74156-01,Mairie - Lully,contact@mairie-lully.fr,"Adresse : 155 rue de la Vieille-École,74890,Lully | Tél : 04 50 36 32 49 | Fax : 04 50 39 45 52",,mairie
mairie-74157-01,Mairie - Lyaud,mairie.lyaud@orange.fr,"Adresse : 68 rue de la Mairie,74200,Lyaud | Tél : 04 50 73 90 51 | Fax : ",http://www.le-lyaud.fr,mairie
mairie-74158-01,Mairie - Machilly,mairie@machilly.fr,"Adresse : 290 route des Voirons,74140,Machilly | Tél : 04 50 43 51 94 | Fax : 04 50 94 62 90",http://www.machilly.fr,mairie
mairie-74159-01,Mairie - Magland,mairie@magland.fr,"Adresse : 01021 rue Nationale - BP 14,74300,Magland | Tél : 04 50 89 48 10 | Fax : 04 50 89 48 19",http://www.magland.fr,mairie
mairie-74160-01,Mairie - Manigod,mairie@mairie-manigod.fr,"Adresse : 3 route de Thônes,74230,Manigod | Tél : 04 50 44 90 20 | Fax : 04 50 44 93 58",http://www.mairie-manigod.fr,mairie
mairie-74161-01,Mairie - Marcellaz-Albanais,mairie@marcellaz-albanais.fr,"Adresse : 33 place de l'Albanais,74150,Marcellaz-Albanais | Tél : 04 50 69 70 90 | Fax : 04 50 69 76 72",http://www.marcellaz-albanais.fr,mairie
mairie-74162-01,Mairie - Marcellaz,accueil@mairie-marcellaz.fr,"Adresse : 3 place de la Mairie,74250,Marcellaz | Tél : 04 50 36 47 11 | Fax : 09 66 85 47 11",http://www.mairie-marcellaz.fr,mairie
mairie-74163-01,Mairie - Margencel,accueil@mairie-margencel.fr,"Adresse : 4 place de la Mairie,74200,Margencel | Tél : 04 50 70 44 52 | Fax : 04 50 70 67 37",http://www.mairie-margencel.fr,mairie
mairie-74164-01,Mairie - Marignier,population@marignier.fr,"Adresse : 43 avenue de la Mairie - BP 303,74970,Marignier | Tél : 04 50 34 60 22 | Fax : 04 50 34 68 77",http://www.marignier.fr,mairie
mairie-74165-01,Mairie - Marigny-Saint-Marcel,communemarignystmarcel@orange.fr,"Adresse : 30 allée Jean-du-Noyer-de-Lescheraines,74150,Marigny-Saint-Marcel | Tél : 04 50 01 17 12 | Fax : 04 50 01 86 99",http://www.marignysaintmarcel.fr,mairie
mairie-74166-01,Mairie - Marin,accueil@mairie-marin.fr,"Adresse : 32 rue de la Mairie,74200,Marin | Tél : 04 50 71 47 05 | Fax : 04 50 70 83 34",http://www.mairie-marin.fr,mairie
mairie-74167-01,Mairie - Val-de-Chaise,valdechaise@orange.fr,"Adresse : Marlens - 1 rue de la République,74210,Val-de-Chaise | Tél : 04 50 44 51 81 | Fax : ",http://www.marlens.fr,mairie
mairie-74168-01,Mairie - Marlioz,mairiemarlioz@wanadoo.fr,"Adresse : 1 place de la Mairie,74270,Marlioz | Tél : 04 50 77 84 22 | Fax : ",http://www.marlioz.fr,mairie
mairie-74169-01,Mairie - Marnaz,contact@mairiedemarnaz.fr,"Adresse : 44 rue de la Mairie - BP 6,74460,Marnaz | Tél : 04 50 98 35 05 | Fax : 04 50 98 65 07",http://www.mairiedemarnaz.fr,mairie
mairie-74171-01,Mairie - Massongy,mairie@massongy.fr,"Adresse : 2 route de l'Église,74140,Massongy | Tél : 04 50 94 11 86 | Fax : 04 50 94 36 79",http://www.massongy.fr,mairie
mairie-74172-01,Mairie - Maxilly-sur-Léman,maxilly-accueil@wanadoo.fr,"Adresse : 76 route de la Grandvin,74500,Maxilly-sur-Léman | Tél : 04 50 75 04 38 | Fax : 04 50 74 60 09",http://www.maxilly-sur-leman.fr,mairie
mairie-74173-01,Mairie - Megève,mairie.megeve@megeve.fr,"Adresse : 1 place de l'Église - BP 23,74120,Megève | Tél : 04 50 93 29 29 | Fax : 04 50 93 07 79",http://www.megeve.fr,mairie
mairie-74174-01,Mairie - Mégevette,accueil@megevette.fr,"Adresse : 88 route de la Vallée-du-Risse,74490,Mégevette | Tél : 04 50 35 74 32 | Fax : 04 50 35 78 71",http://www.megevette.fr,mairie
mairie-74175-01,Mairie - Meillerie,mairie-de-meillerie@orange.fr,"Adresse : 20 rue Nationale,74500,Meillerie | Tél : 04 50 76 04 30 | Fax : 04 50 76 00 54",http://www.meillerie-locum.fr,mairie
mairie-74176-01,Mairie - Menthon-Saint-Bernard,accueil@mairie-menthon.fr,"Adresse : 284 rue Saint-Bernard,74290,Menthon-Saint-Bernard | Tél : 04 50 60 12 88 | Fax : 04 50 60 07 60",http://www.menthon-saint-bernard.fr,mairie
mairie-74177-01,Mairie - Menthonnex-en-Bornes,accueil@menthonnex-en-bornes.fr,"Adresse : 21 place de la Mairie,74350,Menthonnex-en-Bornes | Tél : 04 50 68 41 68 | Fax : 04 50 68 27 35",http://www.menthonnex-en-bornes.fr,mairie
mairie-74178-01,Mairie - Menthonnex-sous-Clermont,mairie.menthonnex@orange.fr,"Adresse : 01888 route du Creux-de-la-Scie,74270,Menthonnex-sous-Clermont | Tél : 04 50 69 60 98 | Fax : 04 50 66 17 81",,mairie
mairie-74179-01,Mairie - Mésigny,mairie.mesigny@wanadoo.fr,"Adresse : 65 place de l'Église,74330,Mésigny | Tél : 04 50 77 80 02 | Fax : 04 50 77 87 24",http://www.mesigny.fr,mairie
mairie-74180-01,Mairie - Messery,accueil.mairie@messery.fr,"Adresse : Place de la Mairie,74140,Messery | Tél : 04 50 94 71 57 | Fax : 04 50 94 77 30",http://www.messery.fr,mairie
mairie-74183-01,Mairie - Mieussy,mairie.mieussy@wanadoo.fr,"Adresse : 1 place de la Mairie,74440,Mieussy | Tél : 04 50 43 01 67 | Fax : 04 50 43 14 24",http://www.mieussy.fr,mairie
mairie-74184-01,Mairie - Minzier,mairieminzier@wanadoo.fr,"Adresse : 1 place de la Mairie,74270,Minzier | Tél : 04 50 60 41 54 | Fax : 04 50 32 80 64",http://www.minzier.fr,mairie
mairie-74185-01,Mairie - Monnetier-Mornex,accueil@monnetier-mornex.fr,"Adresse : 01722 route du Salève,74560,Monnetier-Mornex | Tél : 04 50 39 60 12 | Fax : 04 50 39 63 75",http://www.monnetier-mornex-esserts.com,mairie
mairie-74186-01,Mairie - Montagny-les-Lanches,mairie74.montagnyleslanches@orange.fr,"Adresse : 1 place de la Mairie,74600,Montagny-les-Lanches | Tél : 04 50 46 71 27 | Fax : 04 50 46 68 89",http://www.montagny-les-lanches.fr,mairie
mairie-74188-01,Mairie - Montriond,mairie@montriond.fr,"Adresse : 15 Vieille-Route,74110,Montriond | Tél : 04 50 79 14 14 | Fax : 04 50 74 70 87",http://www.mairie-montriond.fr,mairie
mairie-74189-01,Mairie - Mont-Saxonnex,mairie@mont-saxonnex.fr,"Adresse : Route de l'Église,74130,Mont-Saxonnex | Tél : 04 50 96 90 56 | Fax : 04 50 96 93 47",http://www.mont-saxonnex.fr,mairie
mairie-74190-01,Mairie - Morillon,accueil@mairie-morillon.fr,"Adresse : Chef-lieu,74440,Morillon | Tél : 04 50 90 11 22 | Fax : 04 50 90 16 74",http://www.mairie-morillon.com/Francais,mairie
mairie-74191-01,Mairie - Morzine,mairie@morzine.fr,"Adresse : 1 place de l'Église - CS 20025,74110,Morzine | Tél : 04 50 79 04 33 | Fax : 04 50 79 58 52",http://www.morzine.fr,mairie
mairie-74192-01,Mairie - Moye,mairie@moye74.fr,"Adresse : 01547 route du Clergeon,74150,Moye | Tél : 04 50 01 24 86 | Fax : 04 50 64 59 08",http://www.mairie-moye.fr,mairie
mairie-74193-01,Mairie - La Muraz,secretariat@mairie-lamuraz.fr,"Adresse : 1 place de la Mairie,74560,La Muraz | Tél : 04 50 94 51 86 | Fax : 04 50 94 59 13",http://www.lamuraz.fr,mairie
mairie-74194-01,Mairie - Mûres,maimures@wanadoo.fr,"Adresse : Chef-lieu,74540,Mûres | Tél : 04 50 68 22 17 | Fax : 04 50 68 29 11",,mairie
mairie-74195-01,Mairie - Musièges,mairie.musieges@wanadoo.fr,"Adresse : 62 place de l'Église,74270,Musièges | Tél : 04 50 44 72 59 | Fax : 04 50 32 12 97",http://musieges.fr,mairie
mairie-74196-01,Mairie - Nancy-sur-Cluses,mairie.nancysurcluses@orange.fr,"Adresse : 99 rue de la Mairie,74300,Nancy-sur-Cluses | Tél : 04 50 90 94 90 | Fax : 04 50 90 96 46",http://www.nancysurcluses.fr,mairie
mairie-74197-01,Mairie - Nangy,mairienangy@mairienangy.fr,"Adresse : 6 route de Bailly,74380,Nangy | Tél : 04 50 36 26 22 | Fax : 04 50 39 27 09",http://www.mairienangy.fr,mairie
mairie-74198-01,Mairie - Nâves-Parmelan,mairie@navesparmelan.com,"Adresse : Place du Capitaine-Anjot,74370,Nâves-Parmelan | Tél : 04 50 60 65 10 | Fax : 04 50 60 64 55",http://www.navesparmelan.com,mairie
mairie-74199-01,Mairie - Nernier,mairie@nernier.fr,"Adresse : 14 rue de la Mairie,74140,Nernier | Tél : 04 50 72 82 26 | Fax : 04 50 72 10 29",http://www.nernier.eu,mairie
mairie-74200-01,Mairie - Neuvecelle,mairie-neuvecelle@wanadoo.fr,"Adresse : 42 avenue de Verlagny,74500,Neuvecelle | Tél : 04 50 75 03 45 | Fax : 04 50 74 66 65",http://www.mairie-neuvecelle.fr,mairie
mairie-74201-01,Mairie - Neydens,mairie@neydens.com,"Adresse : 60 chemin Neuf,74160,Neydens | Tél : 04 50 35 05 50 | Fax : 04 50 35 04 09",http://www.neydens.fr,mairie
mairie-74202-01,Mairie - Nonglard,accueil@nonglard74.fr,"Adresse : 1 route du Chef-lieu,74330,Nonglard | Tél : 04 50 60 54 31 | Fax : 04 50 60 57 36",http://www.nonglard74.fr,mairie
mairie-74203-01,Mairie - Novel,mairie@commune-novel.com,"Adresse : 288 route de l'Église,74500,Novel | Tél : 04 50 76 75 18 | Fax : ",,mairie
mairie-74205-01,Mairie - Onnion,mairie@onnion.fr,"Adresse : 207 route de Châteaublanc,74490,Onnion | Tél : 04 50 35 70 43 | Fax : 04 50 35 79 60",http://www.onnion.fr,mairie
mairie-74206-01,Mairie - Orcier,orcier.mairie-accueil@wanadoo.fr,"Adresse : Place de la Mairie,74550,Orcier | Tél : 04 50 73 92 01 | Fax : 04 50 70 55 93",http://orcier.fr,mairie
mairie-74209-01,Mairie - Peillonnex,accueil@peillonnex.fr,"Adresse : 961 route de Bonneville,74250,Peillonnex | Tél : 04 50 03 61 64 | Fax : 04 50 03 91 94",http://www.peillonnex.fr,mairie
mairie-74210-01,Mairie - Perrignier,accueil@perrignier.fr,"Adresse : 165 rue de la Mairie,74550,Perrignier | Tél : 04 50 72 40 24 | Fax : 04 50 72 00 19",http://www.perrignier.fr,mairie
mairie-74211-01,Mairie - Pers-Jussy,mairie-de-pers-jussy@wanadoo.fr,"Adresse : 01825 route de Reignier,74930,Pers-Jussy | Tél : 04 50 94 40 79 | Fax : 04 50 94 47 64",http://www.mairie-pers-jussy.fr,mairie
mairie-74212-01,Mairie - Glières-Val-de-Borne,maptbo@mairie-petit-bornand.fr,"Adresse : Petit-Bornand-les-Glières - Place de la Mairie,74130,Glières-Val-de-Borne | Tél : 04 50 03 50 90 | Fax : 04 50 03 51 95",http://www.petit-bornand.fr,mairie
mairie-74212-02,Mairie - Entremont,mairie.entremont@wanadoo.fr,"Adresse : Entremont - 101 route de la Douane,74130,Glières-Val-de-Borne | Tél : 04 50 03 51 90 | Fax : ",http://www.entremont-village.com,mairie
mairie-74213-01,Mairie - Poisy,accueil@poisy.fr,"Adresse : 75 route d'Annecy,74330,Poisy | Tél : 04 50 46 20 11 | Fax : 04 50 46 34 48",http://www.poisy.fr,mairie
mairie-74215-01,Mairie - Praz-sur-Arly,accueil@mairie-prazsurarly.fr,"Adresse : 36 route de Megève,74120,Praz-sur-Arly | Tél : 04 50 21 90 28 | Fax : 04 50 21 99 02",http://www.prazsurarly.fr,mairie
mairie-74218-01,Mairie - Publier,mairie@ville-publier.fr,"Adresse : Place du 8-Mai-01945,74500,Publier | Tél : 04 50 70 82 14 | Fax : 04 50 70 84 26",http://www.ville-publier.fr,mairie
mairie-74219-01,Mairie - Quintal,mairie@quintal.fr,"Adresse : 120 route du Semnoz,74600,Quintal | Tél : 04 50 46 72 11 | Fax : 04 50 46 65 49",http://www.mairie-quintal.fr,mairie
mairie-74220-01,Mairie - Reignier-Ésery,secretariat@reignier-esery.com,"Adresse : 197 Grande rue,74930,Reignier-Ésery | Tél : 04 50 43 40 03 | Fax : 04 50 43 47 62",http://www.reignier-esery.com,mairie
mairie-74221-01,Mairie - Le Reposoir,mairie.reposoir@orange.fr,"Adresse : 37 route de Prariand,74950,Le Reposoir | Tél : 04 50 98 17 12 | Fax : 04 50 96 07 52",,mairie
mairie-74222-01,Mairie - Reyvroz,mairiereyvroz@wanadoo.fr,"Adresse : Charrière - 01155 route de Thonon,74200,Reyvroz | Tél : 04 50 73 80 54 | Fax : 09 70 29 10 58",http://www.reyvroz.fr,mairie
mairie-74223-01,Mairie - La Rivière-Enverse,mairie.riviere.enverse@wanadoo.fr,"Adresse : Chef-lieu - 31 place de la Mairie,74440,La Rivière-Enverse | Tél : 04 50 34 23 75 | Fax : 04 50 89 87 02",http://www.mairie-riviere-enverse.fr,mairie
mairie-74224-01,Mairie - La Roche-sur-Foron,archives@larochesurforon.fr,"Adresse : 1 place de l'Hôtel-de-Ville - CS 010130,74805,La Roche-sur-Foron Cedex | Tél : 04 50 25 90 00 | Fax : 04 50 25 94 25",http://www.larochesurforon.fr,mairie
mairie-74226-01,Mairie - Saint-André-de-Boëge,mairie@saintandredeboege.fr,"Adresse : 60 place de la Mairie,74420,Saint-André-de-Boëge | Tél : 04 50 39 18 56 | Fax : ",http://www.saintandredeboege.fr,mairie
mairie-74229-01,Mairie - Saint-Cergues,mairie@saint-cergues.fr,"Adresse : 963 rue des Allobroges,74140,Saint-Cergues | Tél : 04 50 43 50 24 | Fax : 04 50 94 68 79",http://www.saint-cergues.fr,mairie
mairie-74232-01,Mairie - Saint-Eustache,contact@saint-eustache.fr,"Adresse : Place du 31-Décembre-01943,74410,Saint-Eustache | Tél : 04 50 32 00 14 | Fax : 04 50 32 00 14",,mairie
mairie-74234-01,Mairie - Saint-Ferréol,accueil@saint-ferreol.com,"Adresse : 5 place de la Mairie,74210,Saint-Ferréol | Tél : 04 50 44 56 36 | Fax : 04 50 44 49 76",http://www.saint-ferreol.com,mairie
mairie-74235-01,Mairie - Saint-Germain-sur-Rhône,mairie-stgermain@wanadoo.fr,"Adresse : 337 rue de Beaumont,74910,Saint-Germain-sur-Rhône | Tél : 04 50 77 92 92 | Fax : ",http://www.saint-germain-sur-rhone.com,mairie
mairie-74236-01,Mairie - Saint-Gervais-les-Bains,mairie@saintgervais.com,"Adresse : 50 avenue du Mont-d'Arbois,74170,Saint-Gervais-les-Bains | Tél : 04 50 47 75 66 | Fax : 04 50 47 75 73",http://www.saintgervais.com,mairie
mairie-74237-01,Mairie - Saint-Gingolph,mairie@st-gingolph.fr,"Adresse : 34 rue Nationale,74500,Saint-Gingolph | Tél : 04 50 76 72 28 | Fax : ",http://www.st-gingolph.fr,mairie
mairie-74238-01,Mairie - Saint-Jean-d'Aulps,mairiedestjeandaulps@wanadoo.fr,"Adresse : Chef-lieu - 01748 route des Grandes-Alpes,74430,Saint-Jean-d'Aulps | Tél : 04 50 79 60 70 | Fax : 04 50 79 61 74",http://www.mairiedestjeandaulps.fr,mairie
mairie-74239-01,Mairie - Saint-Jean-de-Sixt,mairie@saint-jean-de-sixt.fr,"Adresse : 67 route du Grand-Bornand - BP 9,74450,Saint-Jean-de-Sixt | Tél : 04 50 02 24 12 | Fax : 04 50 02 31 03",http://www.saint-jean-de-sixt.fr,mairie
mairie-74240-01,Mairie - Saint-Jean-de-Tholome,mairie@stjeandetholome.fr,"Adresse : Chef-lieu,74250,Saint-Jean-de-Tholome | Tél : 04 50 95 10 38 | Fax : 04 50 95 14 46",http://www.stjeandetholome.fr,mairie
mairie-74241-01,Mairie - Saint-Jeoire,mairie@saint-jeoire.fr,"Adresse : 156 rue du Faucigny - BP 18,74490,Saint-Jeoire | Tél : 04 50 35 80 05 | Fax : 04 50 35 98 95",http://www.saint-jeoire.fr,mairie
mairie-74242-01,Mairie - Saint-Jorioz,mairie@saint-jorioz.fr,"Adresse : Place de la Mairie,74410,Saint-Jorioz | Tél : 04 50 68 60 44 | Fax : ",http://www.saint-jorioz.fr,mairie
mairie-74243-01,Mairie - Saint-Julien-en-Genevois,infos@st-julien-en-genevois.fr,"Adresse : 1 place du Général-de-Gaulle - CS 34103,74164,Saint-Julien-en-Genevois Cedex | Tél : 04 50 35 14 14 | Fax : ",http://www.st-julien-en-genevois.fr,mairie
mairie-74249-01,Mairie - Saint-Paul-en-Chablais,info@saintpaulenchablais.fr,"Adresse : 2 rue de Blonay,74500,Saint-Paul-en-Chablais | Tél : 04 50 75 28 17 | Fax : 04 50 75 50 87",http://www.saintpaulenchablais.fr,mairie
mairie-74250-01,Mairie - Saint-Pierre-en-Faucigny,contact@saintpierreenfaucigny.fr,"Adresse : 1 place de la Mairie - CS 90307,74807,Saint-Pierre-en-Faucigny Cedex | Tél : 04 50 03 70 23 | Fax : 04 50 03 79 95",http://www.saintpierreenfaucigny.fr,mairie
mairie-74253-01,Mairie - Saint-Sixt,st-sixt.accueil@orange.fr,"Adresse : 1 route du Village,74800,Saint-Sixt | Tél : 04 50 03 17 12 | Fax : 04 50 03 13 88",http://www.saint-sixt.fr,mairie
mairie-74255-01,Mairie - Sales,contact@mairie-sales.fr,"Adresse : 262 route du Chef-lieu,74150,Sales | Tél : 04 50 01 22 46 | Fax : 04 50 01 53 38",http://www.mairie-sales.com,mairie
mairie-74256-01,Mairie - Sallanches,contact@sallanches.fr,"Adresse : 30 quai de l'Hôtel-de-Ville - BP 117,74706,Sallanches Cedex | Tél : 04 50 91 27 27 | Fax : 04 50 91 27 28",http://www.sallanches.fr,mairie
mairie-74257-01,Mairie - Sallenôves,mairie@sallenoves.fr,"Adresse : 1 place du Village,74270,Sallenôves | Tél : 04 50 77 81 24 | Fax : 04 50 77 85 47",http://www.sallenoves.fr,mairie
mairie-74258-01,Mairie - Samoëns,contact@mairiedesamoens.fr,"Adresse : 33 place des Dents-Blanches,74340,Samoëns | Tél : 04 50 34 42 38 | Fax : 04 50 34 11 45",http://www.mairiedesamoens.fr,mairie
mairie-74259-01,Mairie - Le Sappey,mairie.lesappey@wanadoo.fr,"Adresse : 2 route du Salève,74350,Le Sappey | Tél : 04 50 44 02 31 | Fax : 04 50 32 27 98",http://www.lesappey.fr,mairie
mairie-74261-01,Mairie - Saxel,mairie@mairie-saxel.fr,"Adresse : Chef-lieu - 01360 route du Col,74420,Saxel | Tél : 04 50 39 14 06 | Fax : 04 50 39 00 24",http://www.mairie-saxel.fr,mairie
mairie-74262-01,Mairie - Scientrier,contact@scientrier.fr,"Adresse : 62 rue des Écoles,74930,Scientrier | Tél : 04 50 25 51 11 | Fax : 04 50 07 06 78",http://www.scientrier.fr,mairie
mairie-74263-01,Mairie - Sciez,commune.sciez@orange.fr,"Adresse : 614 avenue de Sciez - BP 20,74140,Sciez | Tél : 04 50 72 60 09 | Fax : 04 50 72 63 08",http://www.ville-de-sciez.com,mairie
mairie-74264-01,Mairie - Scionzier,adm@scionzier.fr,"Adresse : 2 place du Foron - CS 010108,74953,Scionzier | Tél : 04 50 98 03 53 | Fax : 04 50 98 12 44",http://www.scionzier.fr,mairie
mairie-74265-01,Mairie - Serraval,mairie@serraval.fr,"Adresse : Chef-lieu,74230,Serraval | Tél : 04 50 27 50 09 | Fax : 04 50 27 54 21",http://www.serraval.fr,mairie
mairie-74266-01,Mairie - Servoz,sg.mairie@servoz.fr,"Adresse : 44 rue de l'Église,74310,Servoz | Tél : 04 50 47 21 51 | Fax : ",http://www.servoz.fr,mairie
mairie-74267-01,Mairie - Sevrier,mairie@sevrier.fr,"Adresse : 2000 route d'Albertville,74320,Sevrier | Tél : 04 50 19 01 10 | Fax : 04 50 19 01 20",http://www.sevrier.fr,mairie
mairie-74271-01,Mairie - Seytroux,mairie@seytroux.fr,"Adresse : 2 route de la Passonnière,74430,Seytroux | Tél : 04 50 74 80 80 | Fax : ",http://www.seytroux.fr,mairie
mairie-74272-01,Mairie - Sillingy,mairie@sillingy.fr,"Adresse : 121 place Claudius-Luiset,74330,Sillingy | Tél : 04 50 68 70 19 | Fax : 04 50 68 84 51",http://www.sillingy.fr,mairie
mairie-74273-01,Mairie - Sixt-Fer-à-Cheval,contact@mairie-sixtferacheval.fr,"Adresse : Chef-lieu,74740,Sixt-Fer-à-Cheval | Tél : 04 50 34 44 25 | Fax : ",http://www.mairie-sixtferacheval.fr,mairie
mairie-74275-01,Mairie - Talloires-Montmin,commune@talloires.fr,"Adresse : 27 rue André-Theuriet - BP 1,74290,Talloires-Montmin | Tél : 04 50 66 76 54 | Fax : 04 50 60 77 73",http://www.talloires.fr,mairie
mairie-74276-01,Mairie - Taninges,etatcivil@taninges.fr,"Adresse : 75 avenue des Thézières,74440,Taninges | Tél : 04 50 34 20 22 | Fax : 04 50 34 85 84",http://www.taninges.fr,mairie
mairie-74278-01,Mairie - Thyez,sgeneral@mairie-thyez.fr,"Adresse : 300 rue de la Mairie,74300,Thyez | Tél : 04 50 98 60 92 | Fax : 04 50 96 49 49",http://www.thyez.net,mairie
mairie-74279-01,Mairie - Thollon-les-Mémises,mairie.thollon@wanadoo.fr,"Adresse : Chef-lieu,74500,Thollon-les-Mémises | Tél : 04 50 75 09 88 | Fax : 04 50 70 96 74",,mairie
