#id,name,request_email,notes,home_page,tag_string,valid_email,commune,commune_in_name
gendarmerie-97128-01,Brigade de gendarmerie - Sainte-Anne 97128-01,bta.ste-anne@gendarmerie.interieur.gouv.fr,"Adresse : 1 Impasse Joas Section Castaing,97180,Sainte-Anne | Tél : +590 85 19 50 | Fax : +590 85 19 60",http://www.gendarmerie.interieur.gouv.fr,gendarmerie,True,Sainte-Anne,True
mairie-61133-01,Mairie - Courtomer 61133-01,mairie.courtomer.orne@wanadoo.fr,"Adresse : 1 place Saint-Lhomer,601390,Courtomer | Tél : 02 33 28 40 23 | Fax : 02 33 28 46 36",,mairie,True,Courtomer,True
mairie-24141-01,Mairie - Coutures 24141-01,mairiedecoutures@wanadoo.fr,"Adresse : Le Bourg, 24320, Coutures | Tél : 05 53 91 60 13 | Fax : 05 53 91 13 81",,mairie,True,Coutures,True
mairie-82046-01,Mairie - Coutures 82046-01,mairie-coutures@info82.com,"Adresse : 75 rue de la Mairie,82210,Coutures | Tél : 05 63 94 07 49 | Fax : 05 63 94 07 49",http://www.coutures.fr,mairie,True,Coutures,True
mairie-17130-01,Mairie - Coux 17130-01,mairie-de-coux@wanadoo.fr,"Adresse : 5 avenue de le République, 017130, Coux | Tél : 09 60 06 83 22 | Fax : 05 46 49 06 92",,mairie,True,Coux,True
mairie-07072-01,Mairie - Coux 07072-01,mairie@coux-ardeche.fr,"Adresse : Espace des Grads, 7000, Coux | Tél : 04 75 64 22 04 | Fax : 04 75 64 59 27",http://www.coux.fr,mairie,True,Coux,True
mairie-41248-01,Mairie - Couëtron-au-Perche 41248-01,mairie@couetronauperche.fr,"Adresse : Souday - 6 rue de la Mairie,401170,Couëtron-au-Perche | Tél : 02 54 80 93 18 | Fax : ",http://www.couetronauperche.fr,mairie,True,Couëtron-au-Perche,True
mairie-41248-04,Mairie - Couëtron-au-Perche 41248-04,mairie@saint-agil.eu,"Adresse : Mairie déléguée de Saint-Agil - 3 rue des Chevaliers,401170,Couëtron-au-Perche | Tél : 02 54 80 94 13 | Fax : ",http://www.saint-agil.eu,mairie,True,Couëtron-au-Perche,True
mairie-39178-01,Mairie - Crans 39178-01,mairie.crans39@orange.fr,"Adresse : 136 rue de la Ville,39300,Crans | Tél : 03 84 51 85 32 | Fax : ",,mairie,True,Crans,True
mairie-01129-01,Mairie - Crans 01129-01,mairie.crans@wanadoo.fr,"Adresse : 01237 route de Montbuisson, 01320, Crans | Tél : 04 74 61 71 37 | Fax : ",,mairie,True,Crans,True
mairie-86087-01,Mairie - Craon 86087-01,craon@departement86.fr,"Adresse : 1 place Saint-Michel,86110,Craon | Tél : 05 49 60 03 35 | Fax : 05 49 50 70 36",,mairie,True,Craon,True
mairie-53084-01,Mairie - Craon 53084-01,contact@ville-craon53.fr,"Adresse : Place de la Mairie - BP 74,53400,Craon | Tél : 02 43 06 13 09 | Fax : 02 43 06 39 20",http://www.ville-craon53.fr,mairie,True,Craon,True
mairie-46079-01,Mairie - Cras 46079-01,mairiedecras@wanadoo.fr,"Adresse : Le Bourg,46360,Cras | Tél : 05 65 36 86 00 | Fax : ",,mairie,True,Cras,True
mairie-38137-01,Mairie - Cras 38137-01,mairie.cras@laposte.net,"Adresse : 12 route des Écoles,38210,Cras | Tél : 04 76 07 94 10 | Fax : 04 76 07 55 87",http://www.cras38.fr,mairie,True,Cras,True
mairie-27184-01,Mairie - Crasville 27184-01,mairiedecrasville@wanadoo.fr,"Adresse : 29 route de Louviers, 27400, Crasville | Tél : 02 32 50 26 79 | Fax : 02 32 50 26 79",,mairie,True,Crasville,True
mairie-50150-01,Mairie - Crasville 50150-01,mairiedecrasville@mediamanche.com,"Adresse : 11 hameau Viel,50630,Crasville | Tél : 02 33 54 15 81 | Fax : 02 33 54 15 81",,mairie,True,Crasville,True
mairie-81072-01,Mairie - Crespin 81072-01,mairie-crespin81@orange.fr,"Adresse : Place Plaça-del-Viladge,801350,Crespin | Tél : 05 63 76 34 38 | Fax : ",,mairie,True,Crespin,True
mairie-12085-01,Mairie - Crespin 12085-01,mairie-de-crespin@wanadoo.fr,"Adresse : Le Bourg, 012800, Crespin | Tél : 05 65 69 23 35 | Fax : 05 65 72 03 15",,mairie,True,Crespin,True
mairie-59160-01,Mairie - Crespin 59160-01,contact@mairie-de-crespin.fr,"Adresse : 293 rue des Déportés,59154,Crespin | Tél : 03 27 45 61 61 | Fax : 03 27 45 61 69",http://www.crespin.fr,mairie,True,Crespin,True
mairie-24145-01,Mairie - Creysse 24145-01,accueilmairiedecreysse@orange.fr,"Adresse : 12 Grand'rue, 24100, Creysse | Tél : 05 53 74 45 00 | Fax : 05 53 27 50 76",,mairie,True,Creysse,True
mairie-46084-01,Mairie - Creysse 46084-01,mairie.creysse@wanadoo.fr,"Adresse : Esplanade François-Gouygou,46600,Creysse | Tél : 05 65 32 22 18 | Fax : 05 65 32 23 51",,mairie,True,Creysse,True
mairie-71154-01,Mairie - Crissey 71154-01,contact@mairie-crissey.fr,"Adresse : 1 rue de Saône,701530,Crissey | Tél : 03 85 97 01 40 | Fax : 03 85 97 01 41",http://www.crissey.fr,mairie,True,Crissey,True
mairie-39182-01,Mairie - Crissey 39182-01,mairie-crissey39@orange.fr,"Adresse : 5 rue des Vergers,39100,Crissey | Tél : 03 84 72 08 17 | Fax : 09 66 88 08 17",,mairie,True,Crissey,True
mairie-14207-01,Mairie - Croisilles 14207-01,mairiecroisilles14@orange.fr,"Adresse : 41 rue de l'Église, 014220, Croisilles | Tél : 02 31 79 72 91 | Fax : 02 31 79 72 91",,mairie,True,Croisilles,True
mairie-61138-01,Mairie - Croisilles 61138-01,mairie.croisilles61@wanadoo.fr,"Adresse : Le Bourg,601230,Croisilles | Tél : 02 33 35 61 18 | Fax : 02 33 35 61 18",,mairie,True,Croisilles,True
mairie-28118-01,Mairie - Croisilles 28118-01,mairie.croisilles@wanadoo.fr,"Adresse : 28 Grande rue, 28210, Croisilles | Tél : 02 37 82 31 31 | Fax : ",,mairie,True,Croisilles,True
mairie-62259-01,Mairie - Croisilles 62259-01,courrier@mairie-croisilles.fr,"Adresse : Grand'place - BP 35,62128,Croisilles | Tél : 03 21 07 57 57 | Fax : 03 21 07 57 37",http://www.mairie-croisilles.fr,mairie,True,Croisilles,True
mairie-30099-01,Mairie - Cros 30099-01,communecros@wanaddo.fr,"Adresse : Village,30170,Cros | Tél : 04 66 77 24 70 | Fax : 09 64 00 21 88",,mairie,True,Cros,True
mairie-63129-01,Mairie - Cros 63129-01,mairiedecros@wanadoo.fr,"Adresse : Le Bourg,63810,Cros | Tél : 04 73 22 21 65 | Fax : ",http://www.cros63.fr,mairie,True,Cros,True
mairie-02238-01,Mairie - Crépy 02238-01,mairie.crepy@crepy-aisne.fr,"Adresse : 43 rue Malézieux-Briquet, 2870, Crépy | Tél : 03 23 20 90 33 | Fax : ",,mairie,True,Crépy,True
mairie-62256-01,Mairie - Crépy 62256-01,crepy.mairie@orange.fr,"Adresse : 28 rue de l'Église,62310,Crépy | Tél : 03 21 04 67 17 | Fax : ",,mairie,True,Crépy,True
mairie-47076-01,Mairie - Cuq 47076-01,secretariat@mairiedecuq.fr,"Adresse : Le Bourg,47220,Cuq | Tél : 05 53 67 10 52 | Fax : ",,mairie,True,Cuq,True
mairie-81075-01,Mairie - Cuq 81075-01,mairie.cuq@wanadoo.fr,"Adresse : En Carivenc,801570,Cuq | Tél : 05 63 74 32 87 | Fax : ",,mairie,True,Cuq,True
mairie-04067-01,Mairie - Curel 04067-01,mairie.curel@orange.fr,"Adresse : Le Village, 4200, Curel | Tél : 04 92 62 09 40 | Fax : ",http://www.curel.fr,mairie,True,Curel,True
mairie-52156-01,Mairie - Curel 52156-01,mairie-curel@akeonet.com,"Adresse : 4 rue de la Mairie,52300,Curel | Tél : 03 25 06 34 82 | Fax : 03 25 06 34 82",,mairie,True,Curel,True
mairie-15059-01,Mairie - Cussac 15059-01,mairie.cussac@orange.fr,"Adresse : Le Bourg, 015430, Cussac | Tél : 04 71 73 31 05 | Fax : 04 71 73 31 05",,mairie,True,Cussac,True
mairie-87054-01,Mairie - Cussac 87054-01,mairie-cussac@orange.fr,"Adresse : 1 place de la Mairie,87150,Cussac | Tél : 05 55 70 94 35 | Fax : ",http://www.cussac-htvienne.com,mairie,True,Cussac,True
mairie-54151-01,Mairie - Cutry 54151-01,mairie-de-cutry@wanadoo.fr,"Adresse : 2 place Louis-Dorion,54720,Cutry | Tél : 03 82 24 30 36 | Fax : ",,mairie,True,Cutry,True
mairie-02254-01,Mairie - Cutry 02254-01,mairie.coeuvres@wanadoo.fr,"Adresse : 18 rue du Village, 2600, Cutry | Tél : 03 23 55 80 06 | Fax : 03 23 55 77 03",,mairie,True,Cutry,True
mairie-27194-01,Mairie - Cuverville 27194-01,mairie.cuverville@wanadoo.fr,"Adresse : 12 Grande rue, 27700, Cuverville | Tél : 02 32 54 03 93 | Fax : 02 32 54 03 93",,mairie,True,Cuverville,True
mairie-14215-01,Mairie - Cuverville 14215-01,mairie.cuverville.14840@wanadoo.fr,"Adresse : Place André-Schoëffler, 014840, Cuverville | Tél : 02 31 72 37 29 | Fax : 02 31 72 03 55",http://www.cuverville.fr,mairie,True,Cuverville,True
mairie-60192-01,Mairie - Cuy 60192-01,mairie-de-cuy@wanadoo.fr,"Adresse : 90 Grande rue,60310,Cuy | Tél : 03 44 43 72 95 | Fax : 03 44 43 67 46",,mairie,True,Cuy,True
mairie-89136-01,Mairie - Cuy 89136-01,mairie-de-cuy@mairiedecuy.fr,"Adresse : 1 rue de l'Église,89140,Cuy | Tél : 03 86 64 31 03 | Fax : ",http://www.cuy.fr,mairie,True,Cuy,True
mairie-01141-01,Mairie - Cuzieu 01141-01,mairie.cuzieu01@wanadoo.fr,"Adresse : 183 route de Fesnes, 01300, Cuzieu | Tél : 04 79 81 70 03 | Fax : 04 79 81 44 47",http://www.cuzieu01.fr,mairie,True,Cuzieu,True
mairie-42081-01,Mairie - Cuzieu 42081-01,mairie.cuzieu@wanadoo.fr,"Adresse : 10 route de Veauche,42330,Cuzieu | Tél : 04 77 54 88 32 | Fax : ",http://www.cuzieu.fr,mairie,True,Cuzieu,True
mairie-89065-01,Mairie - Cérilly 89065-01,mairie.cerilly@nordnet.fr,"Adresse : 3 rue de l'Abîme,89320,Cérilly | Tél : 03 86 88 09 11 | Fax : 03 86 88 09 11",,mairie,True,Cérilly,True
mairie-21125-01,Mairie - Cérilly 21125-01,mairie.cerilly@wanadoo.fr,"Adresse : 22 rue de Balot, 201330, Cérilly | Tél : 03 80 91 27 64 | Fax : 03 80 91 27 64",,mairie,True,Cérilly,True
mairie-03048-01,Mairie - Cérilly 03048-01,mairie@mairie-cerilly.com,"Adresse : 1 place de l'Hôtel-de-Ville, 3350, Cérilly | Tél : 04 70 67 52 00 | Fax : 04 70 67 94 01",http://www.mairiecerilly.com,mairie,True,Cérilly,True
mairie-46069-01,Mairie - Cézac 46069-01,mairie.cezac@wanadoo.fr,"Adresse : Belcastel,46170,Cézac | Tél : 05 65 22 96 72 | Fax : 05 65 22 96 72",http://www.mairiedecezac46.blogspot.fr,mairie,True,Cézac,True
mairie-33123-01,Mairie - Cézac 33123-01,mairiecezac@wanadoo.fr,"Adresse : 54 rue Germaine-Léglu,33620,Cézac | Tél : 05 57 68 64 09 | Fax : 05 57 68 54 40",http://www.mairiecezac.fr,mairie,True,Cézac,True
mairie-80232-01,Mairie - Damery 80232-01,mairie.damery@orange.fr,"Adresse : 2 rue d'Andechy,80700,Damery | Tél : 03 22 87 45 65 | Fax : ",,mairie,True,Damery,True
mairie-51204-01,Mairie - Damery 51204-01,mairiededamery@wanadoo.fr,"Adresse : 78 rue Paul-Douce - BP 51,501480,Damery | Tél : 03 26 58 41 66 | Fax : 03 26 57 61 99",http://www.damery51.fr,mairie,True,Damery,True
mairie-52163-01,Mairie - Dampierre 52163-01,commune.dampierre@wanadoo.fr,"Adresse : 5 rue du Haut,52360,Dampierre | Tél : 03 25 84 06 36 | Fax : ",,mairie,True,Dampierre,True
mairie-10121-01,Mairie - Dampierre 10121-01,dampierre.mairie@orange.fr,"Adresse : 8 rue Gibert, 010240, Dampierre | Tél : 03 25 37 61 94 | Fax : ",https://www.mairie-dampierre-aube.fr,mairie,True,Dampierre,True
mairie-39190-01,Mairie - Dampierre 39190-01,mairie.dampierre.39@wanadoo.fr,"Adresse : 4 place Arthur-Gaulard,39700,Dampierre | Tél : 03 84 71 11 87 | Fax : 09 70 62 02 08",http://www.dampierre-jura.fr,mairie,True,Dampierre,True
mairie-78194-01,Mairie - Dannemarie 78194-01,commune-dannemarie@wanadoo.fr,"Adresse : Rue de la Mairie,78550,Dannemarie | Tél : 01 30 59 64 23 | Fax : 01 30 59 63 22",,mairie,True,Dannemarie,True
mairie-68068-01,Mairie - Dannemarie 68068-01,mairie@dannemarie.fr,"Adresse : 1 place de l'Hôtel-de-Ville,68210,Dannemarie | Tél : 03 89 25 00 13 | Fax : 03 89 08 03 11",http://www.dannemarie.fr,mairie,True,Dannemarie,True
mairie-25194-01,Mairie - Dannemarie 25194-01,mairie.dannemarie@free.fr,"Adresse : 3 impasse des Oichottes, 25310, Dannemarie | Tél : 03 81 35 79 18 | Fax : 03 81 35 79 18",,mairie,True,Dannemarie,True
mairie-03100-01,Mairie - Diou 03100-01,mairie-de-diou@wanadoo.fr,"Adresse : 30 Grande rue, 3290, Diou | Tél : 04 70 42 90 44 | Fax : 04 70 42 92 16",http://www.diou03.fr,mairie,True,Diou,True
mairie-36065-01,Mairie - Diou 36065-01,mairie-diou2@wanadoo.fr,"Adresse : 302 place François-Brûlé,36260,Diou | Tél : 02 54 49 23 58 | Fax : ",,mairie,True,Diou,True
mairie-58099-01,Mairie - Dommartin 58099-01,mairie.dommartin58@wanadoo.fr,"Adresse : Le Bourg,58120,Dommartin | Tél : 03 86 84 42 59 | Fax : 09 70 62 20 68",,mairie,True,Dommartin,True
mairie-80246-01,Mairie - Dommartin 80246-01,dommartin.mairie@wanadoo.fr,"Adresse : 37 rue Armand-Lepage,80440,Dommartin | Tél : 03 22 09 52 80 | Fax : ",http://www.mairie-dommartin.fr,mairie,True,Dommartin,True
mairie-69076-01,Mairie - Dommartin 69076-01,contact@mairiedommartin.fr,"Adresse : Square de la Mairie,69380,Dommartin | Tél : 04 78 43 52 07 | Fax : 04 78 43 56 60",http://www.mairiedommartin.fr,mairie,True,Dommartin,True
mairie-25201-01,Mairie - Dommartin 25201-01,mairie.dommartin25@wanadoo.fr,"Adresse : 6 rue de l'École, 25300, Dommartin | Tél : 03 81 46 69 84 | Fax : 03 81 46 57 64",http://www.dommartin25.fr,mairie,True,Dommartin,True
mairie-61146-01,Mairie - Dompierre 61146-01,commune.dompierre@wanadoo.fr,"Adresse : Le Bourg,601700,Dompierre | Tél : 02 33 30 43 94 | Fax : 02 33 30 43 94",,mairie,True,Dompierre,True
mairie-88152-01,Mairie - Dompierre 88152-01,commune.de.dompierre@wanadoo.fr,"Adresse : 2 place de la Mairie,88600,Dompierre | Tél : 03 29 65 70 29 | Fax : ",,mairie,True,Dompierre,True
mairie-60201-01,Mairie - Dompierre 60201-01,mairie.dompierre60@wanadoo.fr,"Adresse : 2 rue de l'École,60420,Dompierre | Tél : 03 44 51 16 19 | Fax : ",http://www.dompierre60.fr,mairie,True,Dompierre,True
mairie-57182-01,Mairie - Donjeux 57182-01,mairie.donjeux.57@orange.fr,"Adresse : 3 rue de l'Église,57590,Donjeux | Tél : 03 87 01 33 97 | Fax : 03 87 01 33 97",,mairie,True,Donjeux,True
mairie-52175-01,Mairie - Donjeux 52175-01,mairie.donjeux52@wanadoo.fr,"Adresse : 42 Grande rue,52300,Donjeux | Tél : 03 25 94 71 23 | Fax : ",,mairie,True,Donjeux,True
mairie-33152-01,Mairie - Donzac 33152-01,donzac.mairie@wanadoo.fr,"Adresse : 5 le Bourg,33410,Donzac | Tél : 09 75 39 86 49 | Fax : 05 56 62 97 55",http://www.donzac33.fr,mairie,True,Donzac,True
mairie-82049-01,Mairie - Donzac 82049-01,mairie-donzac@info82.com,"Adresse : 2 rue Saint-Barthélémy,82340,Donzac | Tél : 05 63 39 91 84 | Fax : 05 63 39 83 90",http://www.donzac.fr,mairie,True,Donzac,True
mairie-62273-01,Mairie - Doudeauville 62273-01,mairie.doudeauville@wanadoo.fr,"Adresse : 1 rue de l'Église,62830,Doudeauville | Tél : 03 21 91 61 31 | Fax : 03 21 32 11 01",http://www.doudeauville62.fr,mairie,True,Doudeauville,True
mairie-76218-01,Mairie - Doudeauville 76218-01,mairiedoudeauville@orange.fr,"Adresse : 23 rue Principale,76220,Doudeauville | Tél : 02 35 09 27 30 | Fax : 02 35 09 27 30",,mairie,True,Doudeauville,True
mairie-79108-01,Mairie - Doux 79108-01,mairie.doux@wanadoo.fr,"Adresse : 19 rue de la Mairie,79390,Doux | Tél : 05 49 63 00 83 | Fax : 05 49 63 14 61",,mairie,True,Doux,True
mairie-08144-01,Mairie - Doux 08144-01,communue-de-doux@orange.fr,"Adresse : Place de la mairie - 63 rue Saint-Martin, 8300, Doux | Tél : 03 24 39 67 82 | Fax : ",,mairie,True,Doux,True
mairie-62277-01,Mairie - Drocourt 62277-01,mairie@mairie-drocourt.fr,"Adresse : 49 route d'Arras,62320,Drocourt | Tél : 03 21 13 99 20 | Fax : 03 21 13 99 21",http://www.mairie-drocourt.fr,mairie,True,Drocourt,True
mairie-78202-01,Mairie - Drocourt 78202-01,dgs@drocourt78.fr,"Adresse : 1 rue du Gué,78440,Drocourt | Tél : 01 34 76 71 57 | Fax : ",http://www.drocourt78.fr,mairie,True,Drocourt,True
mairie-74107-01,Mairie - Droisy 74107-01,accueil@droisy74.fr,"Adresse : 9 chemin des Contins,74270,Droisy | Tél : 04 50 69 62 02 | Fax : ",,mairie,True,Droisy,True
mairie-27206-01,Mairie - Droisy 27206-01,commune.droisy@wanadoo.fr,"Adresse : 1 rue de la Mariette, 27320, Droisy | Tél : 02 32 60 13 48 | Fax : 02 32 60 13 48",,mairie,True,Droisy,True
mairie-09109-01,Mairie - Durfort 09109-01,mairie-durfort@orange.fr,"Adresse : Le Village, 9130, Durfort | Tél : 05 61 67 00 07 | Fax : ",,mairie,True,Durfort,True
mairie-81083-01,Mairie - Durfort 81083-01,mairie.durfort.tarn@orange.fr,"Adresse : 2 place Le Plo,801540,Durfort | Tél : 05 63 74 14 15 | Fax : ",http://www.durfort.village.com,mairie,True,Durfort,True
mairie-62280-01,Mairie - Dury 62280-01,mairie@dury62.fr,"Adresse : 2 rue de la Mairie,62156,Dury | Tél : 03 21 59 75 86 | Fax : 03 21 55 65 56",http://www.dury62.fr,mairie,True,Dury,True
mairie-02273-01,Mairie - Dury 02273-01,dury02.mairie@wanadoo.fr,"Adresse : 3 Grand'rue, 2480, Dury | Tél : 03 23 09 90 70 | Fax : 03 23 09 01 86",,mairie,True,Dury,True
mairie-80261-01,Mairie - Dury 80261-01,secretariat@dury80.com,"Adresse : Place du Maréchal-Foch,80480,Dury | Tél : 03 22 95 04 45 | Fax : 03 22 89 41 80",http://www.dury80.com,mairie,True,Dury,True
mairie-53091-01,Mairie - Désertines 53091-01,mairie.desertines@wanadoo.fr,"Adresse : 7 rue de Normandie,53190,Désertines | Tél : 02 43 00 61 43 | Fax : 02 43 00 63 77",http://www.desertines.mairie53.fr,mairie,True,Désertines,True
mairie-03098-01,Mairie - Désertines 03098-01,mairie-de-desertines@wanadoo.fr,"Adresse : 11 rue Joliot-Curie, 3630, Désertines | Tél : 04 70 02 34 40 | Fax : 04 70 28 45 35",http://www.mairie-desertines.fr,mairie,True,Désertines,True
mairie-57193-01,Mairie - Ennery 57193-01,ennery.mairie@wanadoo.fr,"Adresse : 6 place Robert-Schuman,57365,Ennery | Tél : 03 87 73 91 48 | Fax : 03 87 73 72 76",http://www.mairie-ennery.fr,mairie,True,Ennery,True
mairie-95211-01,Mairie - Ennery 95211-01,mairie@ennery.fr,"Adresse : Rue du Moutier,95300,Ennery | Tél : 01 34 41 61 30 | Fax : 01 34 41 61 31",http://www.ennery.fr,mairie,True,Ennery,True
mairie-63149-01,Mairie - Entraigues 63149-01,mairie.entraigues@free.fr,"Adresse : 1 place de la Mairie,63720,Entraigues | Tél : 04 73 33 21 76 | Fax : ",http://www.entraigues63.fr,mairie,True,Entraigues,True
mairie-38154-01,Mairie - Entraigues 38154-01,mairie.entraigues38@orange.fr,"Adresse : 1 place de la Mairie,38740,Entraigues | Tél : 04 76 30 20 18 | Fax : ",,mairie,True,Entraigues,True
mairie-46091-01,Mairie - Escamps 46091-01,escamps46.mairie@wanadoo.fr,"Adresse : Le Bourg,46230,Escamps | Tél : 05 65 31 62 75 | Fax : ",http://www.escampslot.fr,mairie,True,Escamps,True
mairie-89154-01,Mairie - Escamps 89154-01,mairie.escamps@wanadoo.fr,"Adresse : 28 rue des Écoles,89240,Escamps | Tél : 03 86 41 22 05 | Fax : 03 86 41 36 30",http://www.escamps.fr,mairie,True,Escamps,True
mairie-05049-01,Mairie - Esparron 05049-01,mairie.esparron@wanadoo.fr,"Adresse : Le Village, 5110, Esparron | Tél : 04 92 54 24 87 | Fax : 04 92 54 24 87",,mairie,True,Esparron,True
mairie-83052-01,Mairie - Esparron 83052-01,esparron83@wanadoo.fr,"Adresse : Place de l'Église,83560,Esparron | Tél : 04 94 80 60 26 | Fax : 04 94 80 63 00",http://www.esparron.fr,mairie,True,Esparron,True
mairie-31172-01,Mairie - Esparron 31172-01,mairie.esparron31@orange.fr,"Adresse : Place de la Mairie,301420,Esparron | Tél : 05 61 98 91 25 | Fax : 05 61 98 91 25",,mairie,True,Esparron,True
mairie-63152-01,Mairie - Espinasse 63152-01,mairie-espinasse.63@wanadoo.fr,"Adresse : Le Bourg,63390,Espinasse | Tél : 04 73 85 72 60 | Fax : 09 71 70 34 54",,mairie,True,Espinasse,True
mairie-15065-01,Mairie - Espinasse 15065-01,espinasse.mairie@wanadoo.fr,"Adresse : Le Bourg, 015110, Espinasse | Tél : 04 71 23 55 11 | Fax : 04 71 23 55 11",,mairie,True,Espinasse,True
mairie-65169-01,Mairie - Estaing 65169-01,mairie-estaing65@wanadoo.fr,"Adresse : Le Village,65400,Estaing | Tél : 09 67 33 23 02 | Fax : 05 62 91 87 10",,mairie,True,Estaing,True
mairie-12098-01,Mairie - Estaing 12098-01,mairie-estaing@orange.fr,"Adresse : Place Raynaldy, 012190, Estaing | Tél : 05 65 44 70 32 | Fax : ",http://www.estaing12.fr,mairie,True,Estaing,True
mairie-03111-01,Mairie - Estivareilles 03111-01,mairie-estivareilles@wanadoo.fr,"Adresse : 25 rue de la République, 3190, Estivareilles | Tél : 04 70 06 00 55 | Fax : ",http://www.estivareilles03.fr,mairie,True,Estivareilles,True
mairie-42091-01,Mairie - Estivareilles 42091-01,mairie.estivareilles.42@wanadoo.fr,"Adresse : 10 rue du Couvent,42380,Estivareilles | Tél : 04 77 50 22 67 | Fax : 04 77 50 27 74",http://www.estivareilles42.fr,mairie,True,Estivareilles,True
mairie-02291-01,Mairie - Estrées 02291-01,estrees.mairie@wanadoo.fr,"Adresse : 46 chaussée Brunehaut, 2420, Estrées | Tél : 03 23 63 47 21 | Fax : 03 23 63 97 80",,mairie,True,Estrées,True
mairie-59214-01,Mairie - Estrées 59214-01,mairie@estrees.fr,"Adresse : Rue de la Mairie,59151,Estrées | Tél : 03 27 89 61 21 | Fax : 03 27 89 64 83",http://www.estrees.fr,mairie,True,Estrées,True
mairie-82057-01,Mairie - Fabas 82057-01,mairie-fabas@info82.com,"Adresse : 1 place Pierre-Tajean,82170,Fabas | Tél : 05 63 67 30 57 | Fax : 05 63 67 30 57",http://www.fabas82.fr,mairie,True,Fabas,True
mairie-31178-01,Mairie - Fabas 31178-01,communefabas@wanadoo.fr,"Adresse : Place de la Mairie,301230,Fabas | Tél : 05 61 88 15 54 | Fax : 05 61 88 15 54",,mairie,True,Fabas,True
mairie-09120-01,Mairie - Fabas 09120-01,m.fabas@free.fr,"Adresse : Village, 9230, Fabas | Tél : 05 61 96 40 78 | Fax : 05 61 96 41 97",,mairie,True,Fabas,True
mairie-14258-01,Mairie - Falaise 14258-01,mairie@falaise.fr,"Adresse : Place Guillaume-le-Conquérant - BP 58, 014700, Falaise | Tél : 02 31 41 61 61 | Fax : 02 31 90 25 55",http://www.falaise.fr,mairie,True,Falaise,True
mairie-08164-01,Mairie - Falaise 08164-01,mairiedefalaise@free.fr,"Adresse : 4 rue Tranquille, 8400, Falaise | Tél : 03 24 71 60 10 | Fax : ",,mairie,True,Falaise,True
mairie-80301-01,Mairie - Famechon 80301-01,commune-de-famechon@orange.fr,"Adresse : 1 rue Principale,80290,Famechon | Tél : 03 22 90 15 69 | Fax : 03 22 90 15 69",,mairie,True,Famechon,True
